LGID,SOURCE,LGNAME,LGTYPEID,LGSTATUSID,ABBREV_NAM,MAIL_ADDRE,ALT_ADDRES,MAIL_CITY,MAIL_STATE,MAIL_ZIP,URL,PREV_NAME
66507,Weld Tax Districts 4-28-2015,Northlake Metropolitan District No. 3,6,1,Northlake Metropolitan District No. 3,1627 East 18th Street,"c/o Pinnacle Consulting Group, Inc.",Loveland,CO,80538,,
25007,Grand County OIT Data Share 3-27-2015,Granby Sanitation District,10,1,Granby Sanitation District,PO Box 560,,Granby,CO,80446-0560,www.colorado.gov/granbysanitationdistrict,
08900,Census TIGER SHP 2014,Buena Vista R-31 School District,99,1,Buena Vista R-31 School District,PO Box 2027,,Buena Vista,CO,81211,,
64929,Census TIGER SHP 2014,Burlington RE-6J School District,99,1,Burlington RE-6J School District,PO Box 369,,Burlington,CO,80807,www.burlingtonk12.org,
64908,Census TIGER SHP 2014,Byers 32J School District,99,1,Byers 32J School District,444 East Front Street,,Byers,CO,80103,byers32j.k12.co.us,
64921,Census TIGER SHP 2014,Calhan RJ-1 School District,99,1,Calhan RJ-1 School District,PO Box 800,,Calhan,CO,80808,,
25024,Grand County OIT Data Share 3-27-2015,Winter Park Ranch Water and Sanitation District,12,1,Winter Park Ranch Water & San. District,PO Box 1390,,Fraser,CO,80442,www.wprwater.com,Winter Park West Water & Sanitation District
66474,Adams Assessor Office 06-25-2015,Commerce City E-470 Commercial Area General Improvement District,28,1,Commerce City E-470 Commercial Area GID,7887 East 60th Avenue,c/o City of Commerce City,Commerce City,CO,80022,,
65284,Larimer County from Parcels 4-3-2015,Centerra Metropolitan District No. 3,6,1,Centerra Metropolitan District No. 3,"4725 South Monaco Street, Suite 225","c/o Icenogle Seaver Pogue, P.C.",Denver,CO,80237,,
65285,Larimer County from Parcels 4-3-2015,Centerra Metropolitan District No. 4,6,1,Centerra Metropolitan District No. 4,"4725 South Monaco Street, Suite 225","c/o Icenogle Seaver Pogue, P.C.",Denver,CO,80237,,
66074,Larimer County from Parcels 4-3-2015,Centerra Metropolitan District No. 5,6,1,Centerra Metropolitan District No. 5,"4725 South Monaco Street, Suite 225","c/o Icenogle Seaver Pogue, P.C.",Denver,CO,80237,,
09901,Census TIGER SHP 2014,Cheyenne County RE-5 School District,99,1,Cheyenne County RE-5 School District,PO Box 577,,Cheyenne Wells,CO,80810,,
63901,Census TIGER SHP 2014,Yuma 1 School District,99,1,Yuma 1 School District,PO Box 327,,Yuma,CO,80759,www.yumaschools.org/,
66475,Adams Assessor Office 06-25-2015,Commerce City E-470 Residential Area General Improvement District,28,1,Commerce City E-470 Residential Area GID,7887 East 60th Avenue,c/o City of Commerce City,Commerce City,CO,80022,,
65630,Adams Assessor Office 06-25-2015,Country Club Highlands Metropolitan District,6,1,Country Club Highlands Metro. District,450 E 17th Ave Ste 400,McGready Becher PC,Denver,CO,80203,,Country Club Village Metropolitan District 2
01068,Adams Assessor Office 06-25-2015,City of Commerce City Northern Infrastructure General Impr. Dist.,28,1,Commerce City N. Infrastructure G.I.D.,7887 E 60th Ave,,Commerce City,CO,80022,,
65954,Adams Assessor Office 06-25-2015,Clear Creek Station Metropolitan District No. 1,6,1,Clear Creek Station Metro. District #1,"2154 E. Commons Ave., Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122,,
35003,Larimer County from Parcels 4-3-2015,Cherry Hills Sanitation District,10,1,Cherry Hills Sanitation District,512 N Link Ln,,Fort Collins,CO,80524,,
35070,Larimer County from Parcels 4-3-2015,Crystal Lakes Fire Protection District,8,1,Crystal Lakes Fire Protection District,237 Blackfoot Road,,Red Feather Lakes,CO,80545,www.clvfd.org,
63900,Census TIGER SHP 2014,Wray RD-2 School District,99,1,Wray Rd-2 School District,30222 County Road 35,,Wray,CO,80758,www.wrayschools.org,
65097,Teller County digitized 07-14-2015,Arabian Acres Metropolitan District,6,1,Arabian Acres Metropolitan District,23005 Whispering Woods,,Golden,CO,80816,www.aametro.org,
35011,Larimer County from Parcels 4-3-2015,Fort Collins General Improvement District No. 1,28,1,Fort Collins G.I.D. No. 1,"215 N. Mason Street, 2nd Floor",,Fort Collins,CO,80522,,
35007,Hybrid Larimer 4-3-15 Weld 4-28-15,Fort Collins - Loveland Water District,11,1,Fort Collins - Loveland Water District,5150 Snead Drive,,Fort Collins,CO,80525-3764,www.fclwd.com,
64958,Census TIGER SHP 2014,Idalia RJ-3 School District,99,1,Idalia RJ-3 School District,PO Box 40,,Idalia,CO,80735,,
65635,Larimer County from Parcels 4-3-2015,Grove Metropolitan District No. 1,6,1,Grove Metropolitan District No. 1,1700 Broadway Ste 2100,c/o Dufford & Brown,Denver,CO,80290-2101,,
64959,Census TIGER SHP 2014,Liberty J-4 School District,99,1,Liberty J-4 School District,PO Box 112,9332 Highway 36,Joes,CO,80822,,
21907,Census TIGER SHP 2014,Academy 20 School District,99,1,Academy 20 School District,1110 Chapel Hills Drive,,Colorado Springs,CO,80920,www.asd20.org/,
01902,Census TIGER SHP 2014,Adams County 14 School District,99,1,Adams County 14 School District,5291 East 60th Avenue,,Commerce City,CO,80022,www.acsd14.k12.co.us,
20905,Census TIGER SHP 2014,Agate 300 School District,99,1,Agate 300 School District,PO Box 118,,Agate,CO,80101,,
36903,Census TIGER SHP 2014,Aguilar Reorganized 6 School District,99,1,Aguilar Reorganized 6 School District,PO Box 567,,Aguilar,CO,81020-0567,,
61900,Census TIGER SHP 2014,Akron R-1 School District,99,1,Akron R-1 School District,PO Box 429,,Akron,CO,80720,www.akronrams.net,
64904,Census TIGER SHP 2014,Alamosa RE-11J School District,99,1,Alamosa RE-11J School District,209 Victoria Avenue,,Alamosa,CO,81101,www.alamosa.k12.co.us,
11903,Census TIGER SHP 2014,South Conejos RE-10 School District,99,1,South Conejos RE-10 School District,PO Box 398,,Antonito,CO,81120,scsd.echalk.com,
64909,Census TIGER SHP 2014,Archuleta County 50 JT School District,99,1,Archuleta County 50 JT School District,PO Box 1498,,Pagosa Springs,CO,81147,www.pagosa.k12.co.us,
61901,Census TIGER SHP 2014,Arickaree R-2 School District,99,1,Arickaree R-2 School District,12155 County Road NN,,Anton,CO,80801,,
64928,Census TIGER SHP 2014,Arriba-Flagler C-20 School District,99,1,Arriba-Flagler C-20 School District,PO Box 218,,Flagler,CO,80815-0218,arriba-flaglercsd20.net,
49901,Census TIGER SHP 2014,Aspen 1 School District,99,1,Aspen 1 School District,0235 High School Road,,Aspen,CO,81611,www.aspenk12.net/,
62913,Census TIGER SHP 2014,Ault-Highland RE-9 School District,99,1,Ault-Highland RE-9 School District,PO Box 68,,Ault,CO,80610,www.weldre9.k12.co.us,
64907,Census TIGER SHP 2014,Adams-Arapahoe 28J School District,99,1,Adams-Arapahoe 28J School District,15701 East 1st Avenue. Suite 206,,Aurora,CO,80011,www.aps.k12.co.us,
47900,Census TIGER SHP 2014,Platte Canyon 1 School District,99,1,Platte Canyon 1 School District,PO Box 295,,Bailey,CO,80421-0629,"myschoolonline.com/site/0,1876,10076-4884-11-1398,00.html",
64930,Census TIGER SHP 2014,Bayfield 10 JT.-R School District,99,1,Bayfield 10 JT.-R School District,24 Clover Drive,,Bayfield,CO,81122,www.bayfield.k12.co.us,
64902,Census TIGER SHP 2014,Bennett 29J School District,99,1,Bennett 29J School District,615 7th Street,,Bennett,CO,80102,www.bennett29j.k12.co.us,
32903,Census TIGER SHP 2014,Bethune R-5 School District,99,1,Bethune R-5 School District,PO Box 127,,Bethune,CO,80805-0127,,
64911,Census TIGER SHP 2014,Boulder Valley RE 2 School District,99,1,Boulder Valley RE 2 School District,PO Box 9011,,Boulder,CO,80301,,
36904,Census TIGER SHP 2014,Branson Reorganized 82 School District,99,1,Branson Reorganized 82 School District,P O Box 128,,Branson,CO,81027,www.bransonschoolonline.com,
64953,Census TIGER SHP 2014,Briggsdale RE-10 School District,99,1,Briggsdale RE-10 School District,PO Box 125,,Briggsdale,CO,80611,,
64938,Census TIGER SHP 2014,Brush RE-2(J) School District,99,1,Brush RE-2(J) School District,P O Box 585,,Brush,CO,80723,www.brushschools.org,
05904,Census TIGER SHP 2014,Campo RE-6 School District,99,1,Campo RE-6 School District,PO Box 70,,Campo,CO,81029,,
22902,Census TIGER SHP 2014,Canon City RE-1 School District,99,1,Canon City RE-1 School District,101 North 14th Street,,Canon City,CO,81212,www.canoncityschools.org,
64948,Census TIGER SHP 2014,Center 26 JT School District,99,1,Center 26 JT School District,550 South Sylvester Avenue,,Center,CO,81125,www.center.k12.co.us,
03907,Census TIGER SHP 2014,Sheridan 2 School District,99,1,Sheridan 2 School District,PO Box 1198,,Englewood,CO,80150,www.sheridank12.org,
56900,Census TIGER SHP 2014,Silverton 1 School District,99,1,Silverton 1 School District,PO Box 128,,Silverton,CO,81433-0128,www.silvertonschool.org,
64920,Census TIGER SHP 2014,Big Sandy 100J School District,99,1,Big Sandy 100J School District,PO Box 68,,Simla,CO,80835,,
45904,Census TIGER SHP 2014,Cheraw 31 School District,99,1,Cheraw 31 School District,PO Box 160,,Cheraw,CO,81030,cheraw.k12.co.us/,
03903,Census TIGER SHP 2014,Cherry Creek 5 School District,99,1,Cherry Creek 5 School District,4700 S Yosemite Street,,Greenwood Villegas,CO,80111,www.ccsd.k12.co.us/index.htm,
21905,Census TIGER SHP 2014,Cheyenne Mountain 12 School District,99,1,Cheyenne Mountain 12 School District,1775 Laclede Street,,Colorado Springs,CO,80906,www.cmsd.k12.co.us,
10900,Census TIGER SHP 2014,Clear Creek RE-1 School District,99,1,Clear Creek RE-1 School District,PO Box 3399,,Idaho Springs,CO,80452,www.ccsdre1.org,
39902,Census TIGER SHP 2014,Plateau Valley 50 School District,99,1,Plateau Valley 50 School District,56600 Highway 330,,Collbran,CO,81624,,
21904,Census TIGER SHP 2014,Colorado Springs 11 School District,99,1,Colorado Springs 11 School District,1115 North El Paso Street,,Colorado Springs,CO,80903,www.cssd11.k12.co.us,
42900,Census TIGER SHP 2014,Montezuma-Cortez RE-1 School District,99,1,Montezuma-Cortez RE-1 School District,Drawer R,,Cortez,CO,81321,www.cortez.k12.co.us,
22900,Census TIGER SHP 2014,Cotopaxi RE-3 School District,99,1,Cotopaxi RE-3 School District,PO Box 385,,Cotopaxi,CO,81223-0385,zeus.scboces.k12.co.us/Cotopaxi/index.html,
40900,Census TIGER SHP 2014,Creede Consolidated 1 School District,99,1,Creede Consolidated 1 School District,PO Box 429,,Creede,CO,81130-0429,www.creedek12.net,
60900,Census TIGER SHP 2014,Cripple Creek-Victor RE-1 School District,99,1,Cripple Creek-Victor RE-1 School Dist.,PO Box 897,,Cripple Creek,CO,80813,,
64915,Census TIGER SHP 2014,Crowley County RE-1-J School District,99,1,Crowley County RE-1-J School District,117 West Third,,Ordway,CO,81063,,
64936,Census TIGER SHP 2014,DeBeque 49JT School District,99,1,Debeque 49Jt School District,PO Box 70,,De Beque,CO,81630,www.debeque.k12.co.us,
64906,Census TIGER SHP 2014,Deer Trail 26J School District,99,1,Deer Trail 26J School District,PO Box 129,,Deer Trail,CO,80105,,
53900,Census TIGER SHP 2014,Del Norte C-7 School District,99,1,Del Norte C-7 School District,770 11th Street,,Del Norte,CO,81132,www.del-norte.k12.co.us,
64916,Census TIGER SHP 2014,Delta County School District 50(J),99,1,Delta County School District 50(J),7655  2075 Road,,Delta,CO,81416,,Maher 50(J) School District
16900,Census TIGER SHP 2014,Denver County 1 School District,99,1,Denver County 1 School District,900 Grant Street,,Denver,CO,80203,www.dpsk12.org/,
42901,Census TIGER SHP 2014,Dolores RE-4A School District,99,1,Dolores RE-4A School District,17631 Highway 145,,Dolores,CO,81323,www.dolores.k12.co.us,
64917,Census TIGER SHP 2014,Dolores County RE No. 2 School District,99,1,Dolores County RE No. 2 School District,PO Drawer 459,,Dove Creek,CO,81324,,
64918,Census TIGER SHP 2014,Douglas County RE 1 School District,99,1,Douglas County RE 1 School District,620 Wilcox Street,,Castle Rock,CO,80104,www.dcsd.k12.co.us,
34900,Census TIGER SHP 2014,Durango 9-R School District,99,1,Durango 9-R School District,201 E 12th Street,,Durango,CO,81301,www.durango.k12.co.us,
64919,Census TIGER SHP 2014,Eagle County RE 50 School District,99,1,Eagle County RE 50 School District,PO Box 740,,Eagle,CO,81631,www.eagleschools.net,
62906,Census TIGER SHP 2014,Eaton RE-2 School District,99,1,Eaton RE-2 School District,200 Park Avenue,,Eaton,CO,80615,,
64923,Census TIGER SHP 2014,Edison 54 JT School District,99,1,Edison 54 JT School District,14550 Edison Road,,Yoder,CO,80864,,
20904,Census TIGER SHP 2014,Elbert 200 School District,99,1,Elbert 200 School District,PO Box 38,,Elbert,CO,80106,,
20901,Census TIGER SHP 2014,Elizabeth C-1 School District,99,1,Elizabeth C-1 School District,PO Box 610,,Elizabeth,CO,80107,elizabeth.k12.co.us,
21908,Census TIGER SHP 2014,Ellicott 22 School District,99,1,Ellicott 22 School District,395 South Ellicott Highway,,Ellicott,CO,80808,www.ellicottschools.org,
39026,Created from Mesa County data 4-22-2015,Mesa Water & Sanitation District,12,1,Mesa Water & Sanitation District,PO Box 213,"c/o Robert Bridges, PO Box 2, Molina, CO 80646",Mesa,CO,81643-0213,,
03905,Census TIGER SHP 2014,Englewood 1 School District,99,1,Englewood 1 School District,4101 South Bannock Street,,Englewood,CO,80110,www.englewoodschools.org,
64933,Census TIGER SHP 2014,Park (Estes Park) R-3 School District,99,1,Park (Estes Park) R-3 School District,1605 Brodie Avenue,,Estes Park,CO,80517,psdr3.k12.co.us,
47901,Census TIGER SHP 2014,Park County RE-2 School District,99,1,Park County RE-2 School District,PO Box 189,,Fairplay,CO,80440,www.parkcountyschools.org,
21913,Census TIGER SHP 2014,Falcon 49 School District,99,1,Falcon 49 School District,10850 East Woodmen Road,,Falcon,CO,80831,d49.org,
38901,Census TIGER SHP 2014,Frenchman RE-3 School District,99,1,Frenchman RE-3 School District,506 North Fremont Avenue,,Fleming,CO,80728,,
64924,Census TIGER SHP 2014,Florence RE-2 School District,99,1,Florence RE-2 School District,403 West 5th Street,,Florence,CO,81226,,
35902,Census TIGER SHP 2014,Poudre R-1 School District,99,1,Poudre R-1 School District,2407 La Porte Avenue,,Fort Collins,CO,80521,www.psd.k12.co.us,
39035,Hybrid Mesa 4-22-15 x2 versions,Panorama Improvement District,6,1,Panorama Improvement District,PO Box 2554,,Grand Junction,CO,81502,,
62912,Census TIGER SHP 2014,Weld County RE-8 School District,99,1,Weld County RE-8 School District,301 Reynolds Street,,Fort Lupton,CO,80621,www.ftlupton.k12.co.us,
44902,Census TIGER SHP 2014,Fort Morgan RE-3 School District,99,1,Fort Morgan RE-3 School District,715 West Platte Avenue,,Fort Morgan,CO,80701,www.morgan.k12.co.us,
21903,Census TIGER SHP 2014,Fountain 8 School District,99,1,Fountain 8 School District,10665 Jimmy Camp Road,,Fountain,CO,80817,www.ffc8.org,
64942,Census TIGER SHP 2014,Fowler R-4J School District,99,1,Fowler R-4J School District,P O Box 218,,Fowler,CO,81039,,
12901,Census TIGER SHP 2014,Sierra Grande R-30 School District,99,1,Sierra Grande R-30 School District,17523 Highway 160,,Blanca,CO,81123,,
66522,Weld Tax Districts 4-28-2015,Tacincala Metropolitan District No. 4,6,1,Tacincala Metropolitan District No. 4,"2154 East Commons Avenue, Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122-1880,,
62905,Census TIGER SHP 2014,Gilcrest RE-1 School District,99,1,Gilcrest RE-1 School District,PO Box 157,,Gilcrest,CO,80623,www.weld-re1.k12.co.us,
24901,Census TIGER SHP 2014,Gilpin County RE-1 School District,99,1,Gilpin County RE-1 School District,10595 Hwy 119,,Black Hawk,CO,80403,www.gilpinschool.org/,
64925,Census TIGER SHP 2014,Roaring Fork RE-1 School District,99,1,Roaring Fork RE-1 School District,1405 Grand Avenue,,Glenwood Springs,CO,81601,www.rfsd.k12.co.us,
50900,Census TIGER SHP 2014,Granada RE-1 School District,99,1,Granada RE-1 School District,PO Box 259,,Granada,CO,81041,,
25900,Census TIGER SHP 2014,East Grand 2 School District,99,1,East Grand 2 School District,PO Box 125,,Granby,CO,80446,,
39903,Census TIGER SHP 2014,Mesa County Valley 51 School District,99,1,Mesa County Valley 51 School District,2115 Grand Avenue,,Grand Junction,CO,81501-8063,www.mesa.k12.co.us,
23900,Census TIGER SHP 2014,Garfield 16 School District,99,1,Garfield 16 School District,P O Box 68,,Parachute,CO,81635-0068,www.garcoschools.org,
66523,Weld Tax Districts 4-28-2015,Tacincala Metropolitan District No. 5,6,1,Tacincala Metropolitan District No. 5,"2154 East Commons Avenue, Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122-1880,,
66510,Weld Tax Districts 4-28-2015,Reserve Metropolitan District No. 1,6,1,Reserve Metropolitan District No. 1,1627 East 18th Street,"c/o Pinnacle Consulting Group, Inc.",Loveland,CO,80538,,
62910,Census TIGER SHP 2014,Greeley 6 School District,99,1,Greeley 6 School District,1025 9th Avenue,,Greeley,CO,80631,www.greeleyschools.org,
66511,Weld Tax Districts 4-28-2015,Reserve Metropolitan District No. 2,6,1,Reserve Metropolitan District No. 2,1627 East 18th Street,"c/o Pinnacle Consulting Group, Inc.",Loveland,CO,80538,,
62916,Census TIGER SHP 2014,Pawnee RE-12 School District,99,1,Pawnee RE-12 School District,PO Box 220,,Grover,CO,80729,,
64927,Census TIGER SHP 2014,Gunnison RE1J School District,99,1,Gunnison Re1J School District,800 North Boulevard,,Gunnison,CO,81230,,
21910,Census TIGER SHP 2014,Hanover 28 School District,99,1,Hanover 28 School District,17050 South Peyton Hwy,,Colorado Springs,CO,80928,,
21901,Census TIGER SHP 2014,Harrison 2 School District,99,1,Harrison 2 School District,1060 Harrison Road,,Colorado Springs,CO,80905,www.harrison.k12.co.us,
64944,Census TIGER SHP 2014,Haxtun RE-2J School District,99,1,Haxtun RE-2J School District,201 West Powell Street,,Haxtun,CO,80731,,
54900,Census TIGER SHP 2014,Hayden RE-1 School District,99,1,Hayden RE-1 School District,PO Box 70,,Hayden,CO,81639,www.haydensd.org,
27900,Census TIGER SHP 2014,Hinsdale County RE 1 School District,99,1,Hinsdale County RE 1 School District,PO Box 39,614 North Silver,Lake City,CO,81235-0039,www.lakecityschools.org,
36902,Census TIGER SHP 2014,Hoehne Reorganized 3 School District,99,1,Hoehne Reorganized 3 School District,P O Box 91,,Hoehne,CO,81046,www.hoehne.k12.co.us,
50902,Census TIGER SHP 2014,Holly RE-3 School District,99,1,Holly RE-3 School District,PO Box 608,,Holly,CO,81047-0608,,
64943,Census TIGER SHP 2014,Holyoke RE-1J School District,99,1,Holyoke RE-1J School District,435 South Morlan,,Holyoke,CO,80734,,
37901,Census TIGER SHP 2014,Genoa-Hugo C113 School District,99,1,Genoa-Hugo C113 School District,P O Box 247,220 West Seventh Street,Hugo,CO,80821,,
64931,Census TIGER SHP 2014,Ignacio 11 JT School District,99,1,Ignacio 11 JT School District,PO Box 460,,Ignacio,CO,81137,www.ignacio.k12.co.us,
30900,Census TIGER SHP 2014,Jefferson County R-1 School District,99,1,Jefferson County R-1 School District,P O Box 4001,,Golden,CO,80401,jeffco.k12.co.us,
66512,Weld Tax Districts 4-28-2015,Reserve Metropolitan District No. 3,6,1,Reserve Metropolitan District No. 3,1627 East 18th Street,"c/o Pinnacle Consulting Group, Inc.",Loveland,CO,80538,,
64952,Census TIGER SHP 2014,Johnstown-Milliken RE-5J School District,99,1,Johnstown-Milliken RE-5J School District,"110 S Centennial Drive, Suite A",,Milliken,CO,80543,www.weldre5j.k12.co.us,
64950,Census TIGER SHP 2014,Julesburg RE-1 School District,99,1,Julesburg RE-1 School District,102 West 6th Street,,Julesburg,CO,80737,,
65459,Weld Tax Districts 4-28-2015,Springs Metropolitan District,6,1,Springs Metropolitan District,"1641 California Street, Suite 300",c/o Miller & Associates,Denver,CO,80202,,
62114,Weld Tax Districts 4-28-2015,Tri-Pointe Commercial Metropolitan District,6,1,Tri-Pointe Commercial Metro. District,"1800 Larimer St., Ste. 1800","c/o Westfield Development Company, Inc.",Denver,CO,80202,,
37902,Census TIGER SHP 2014,Karval RE-23 School District,99,1,Karval RE-23 School District,P O Box 5,,Karval,CO,80823,,
64951,Census TIGER SHP 2014,Keenesburg RE-3J School District,99,1,Keenesburg RE-3J School District,PO Box 269,95 West Broadway,Keenesburg,CO,80643,www.rebel-net.tec.co.us,
62115,Weld Tax Districts 4-28-2015,Tri-Pointe Residential Metropolitan District,6,1,Tri-Pointe Residential Metro. District,1800 Larimer St Ste 1800,,Denver,CO,80202,,
62911,Census TIGER SHP 2014,Platte Valley RE-7 School District,99,1,Platte Valley RE-7 School District,PO Box 485,,Kersey,CO,80644,,
36905,Census TIGER SHP 2014,Kim Reorganized 88 School District,99,1,Kim Reorganized 88 School District,P O Box 100,,Kim,CO,81049-0100,,
20902,Census TIGER SHP 2014,Kiowa C-2 School District,99,1,Kiowa C-2 School District,PO Box 128,,Kiowa,CO,80117,www.kiowaschool.org,
05903,Census TIGER SHP 2014,Vilas RE-5 School District,99,1,Vilas RE-5 School District,PO Box 727,,Vilas,CO,81087,www.vilas.k12.co.us,
29900,Census TIGER SHP 2014,North Park R-1 School District,99,1,North Park R-1 School District,PO Box 798,,Waldon,CO,0480,www.northpark.k12.co.us,
28900,Census TIGER SHP 2014,Huerfano RE-1 School District,99,1,Huerfano RE-1 School District,611 West 7th Street,,Walsenburg,CO,81089,huerfano.k12.co.us,
09900,Census TIGER SHP 2014,Kit Carson R-1 School District,99,1,Kit Carson R-1 School District,PO Box 185,,Kit Carson,CO,80825,www.kcsdr1.org,
64926,Census TIGER SHP 2014,West Grand 1-JT. School District,99,1,West Grand 1-JT. School District,PO Box 515,,Kremmling,CO,80459-0515,www.westgrand.k12.co.us,
64913,Census TIGER SHP 2014,North Conejos RE-1J School District,99,1,North Conejos RE-1J School District,PO Box 72,,La Jara,CO,81140,,
45900,Census TIGER SHP 2014,East Otero R-1 School District,99,1,East Otero R-1 School District,1802 Colorado Avenue #200,,La Junta,CO,81050,lajunta.k12.co.us,
28901,Census TIGER SHP 2014,La Veta RE-2 School District,99,1,La Veta RE-2 School District,PO Box 85,,La Veta,CO,81055,www.laveta.k12.co.us,
33900,Census TIGER SHP 2014,Lake County R-1 School District,99,1,Lake County R-1 School District,107 Spruce Street,,Leadville,CO,80461,www.lakecountyschools.net,
50901,Census TIGER SHP 2014,Lamar RE-2 School District,99,1,Lamar RE-2 School District,210 West Pearl,,Lamar,CO,81052-3173,www.lamar.k12.co.us,
06900,Census TIGER SHP 2014,Las Animas RE-1 School District,99,1,Las Animas RE-1 School District,1021 2nd Street,,Las Animas,CO,81054,www.lasanimas.k12.co.us/,
64934,Census TIGER SHP 2014,Limon RE-4J School District,99,1,Limon RE-4J School District,PO Box 249,,Limon,CO,80828-0249,www.plains.net/~lps,
03906,Census TIGER SHP 2014,Littleton 6 School District,99,1,Littleton 6 School District,5776 South Crocker Street,,Littleton,CO,80120,www.littletonpublicschools.net,
05900,Census TIGER SHP 2014,Walsh RE-1 School District,99,1,Walsh RE-1 School District,PO Box 68,,Walsh,CO,81090,,
66123,Weld Tax Districts 4-28-2015,Village East Metropolitan District No. 1,6,1,Village East Metropolitan District No. 1,"2154 E. Commons Avenue, Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122,,
61903,Census TIGER SHP 2014,Lone Star 101 School District,99,1,Lone Star 101 School District,44940 County Road 54,,Otis,CO,80743,,
64910,Census TIGER SHP 2014,St. Vrain Valley RE 1J School District,99,1,St. Vrain Valley RE 1J School District,395 South Pratt Parkway,,Longmont,CO,80501,www.stvrain.k12.co.us,
64932,Census TIGER SHP 2014,Thompson R-2J School District,99,1,Thompson R-2J School District,2890 North Monroe Avenue,,Loveland,CO,80538,www.thompson.k12.co.us,
42902,Census TIGER SHP 2014,Mancos RE-6 School District,99,1,Mancos RE-6 School District,395 West Grand Avenue,,Mancos,CO,81328,www.mancosre6.edu,
21906,Census TIGER SHP 2014,Manitou Springs 14 School District,99,1,Manitou Springs 14 School District,405 El Monte Place,,Manitou Springs,CO,80829,sd14web.mssd14.k12.co.us,
65157,Created from Mesa County data 4-22-2015,Southwest Mesa County Rural Services Public Improvement District,31,1,S.W. Mesa County Rural Services P.I.D.,PO Box 20000,c/o Mesa County,Grand Junction,CO,81502-5001,,
39042,Created from Mesa County data 4-22-2015,Upper Grand Valley Pest Control District,19,1,Upper Grand Valley Pest Control District,PO Box 20000,Department 5014,Grand Junction,CO,81502,,
64941,Census TIGER SHP 2014,Manzanola 3J School District,99,1,Manzanola 3J School District,PO Box 148,,Manzanola,CO,81058,,
01900,Census TIGER SHP 2014,Mapleton 1 School District,99,1,Mapleton 1 School District,5910 East 80th Avenue,,Denver,CO,80229,www.acsd1.k12.co.us,
06901,Census TIGER SHP 2014,McClave RE-2 School District,99,1,Mcclave RE-2 School District,PO Box 1,,Mcclave,CO,81057,,
52900,Census TIGER SHP 2014,Meeker RE1 School District,99,1,Meeker Re1 School District,PO Box 1089,,Meeker,CO,81641,,
64935,Census TIGER SHP 2014,Buffalo RE-4 School District,99,1,Buffalo RE-4 School District,PO Box 198,,Merino,CO,80741,,
64957,Census TIGER SHP 2014,Miami/Yoder 60 JT School District,99,1,Miami/Yoder 60 JT School District,420 South Rush Road,,Rush,CO,80833,,
55903,Census TIGER SHP 2014,Moffat 2 School District,99,1,Moffat 2 School District,PO Box 428,,Moffat,CO,81143-0428,www.moffatsd.org/,
41900,Census TIGER SHP 2014,Moffat County RE:No 1 School District,99,1,Moffat County RE:No 1 School District,775 Yampa Avenue,,Craig,CO,81625-2532,www.moffatsd.org/,
53901,Census TIGER SHP 2014,Monte Vista C-8 School District,99,1,Monte Vista C-8 School District,345 East Prospect,,Monte Vista,CO,81144-3108,monte.k12.co.us,
64937,Census TIGER SHP 2014,Montrose County RE-1J School District,99,1,Montrose County RE-1J School District,PO Box 219,,Montrose,CO,81402-0219,www.mcsd.org,
21911,Census TIGER SHP 2014,Lewis Palmer 38 School District,99,1,Lewis Palmer 38 School District,PO Box 40,146 Jefferson Street,Monument,CO,80132-0040,www.lpsd.k12.co.us,
43901,Census TIGER SHP 2014,West End RE-2 School District,99,1,West End RE-2 School District,PO Box 190,,Naturita,CO,81422-0190,www.westendschools.org,
64949,Census TIGER SHP 2014,Norwood R-2J School District,99,1,Norwood R-2J School District,PO Box 448,,Norwood,CO,81423-0448,,
64947,Census TIGER SHP 2014,South Routt RE 3 School District,99,1,South Routt RE 3 School District,PO Box 158,,Oak Creek,CO,80467,www.southroutt.k12.co.us,
66424,Created from La Plata County data 4-22-2015,Twin Buttes Metropolitan District No. 2,6,1,Twin Buttes Metropolitan District No. 2,20091 W US Highway 160,,Durango,CO,81301,,
61902,Census TIGER SHP 2014,Otis R-3 School District,99,1,Otis R-3 School District,518 Dungan Street,,Otis,CO,80743,www.osdco.com,
46900,Census TIGER SHP 2014,Ouray R-1 School District,99,1,Ouray R-1 School District,PO Box N,,Ouray,CO,81427,ouray.k12.co.us,
66423,Created from La Plata County data 4-22-2015,Twin Buttes Metropolitan District No. 1,6,1,Twin Buttes Metropolitan District No. 1,20091 W US Highway 160,,Durango,CO,81301,,
66048,Hybrid La Plata 4-22-15 San Juan 6-9-15,Durango Fire Protection District,8,1,Durango Fire Protection District,142 Sheppard Drive,,Durango,CO,81303,http://www.durangofirerescue.org/public_docs_district.html,
65987,Created from La Plata County data 4-22-2015,La Plata Archuleta Water District,11,1,La Plata Archuleta Water District,PO Box 1377,,Ignacio,CO,81137,www.laplawd.org,
65567,Created from La Plata County data 4-22-2015,Three Springs Metropolitan District No. 3,6,1,Three Springs Metropolitan District #3,175 Mercado St Ste 240,c/o GF Properties,Durango,CO,801301,,
