LGID,SOURCE,LGNAME,LGTYPEID,LGSTATUSID,ABBREV_NAM,MAIL_ADDRE,ALT_ADDRES,MAIL_CITY,MAIL_STATE,MAIL_ZIP,URL,PREV_NAME
01045,Hybrid Adams 3-27-15 Adams 6-25-15,Central Adams County Water & Sanitation District,12,1,Central Adams County Water & San. Dist.,"1641 California Street, Suite 300",c/o Miller & Associates,Denver,CO,80202,,
01021,Retrieved from Adams Public OIT GIS Share 3-27-15,South Adams County Water & Sanitation District,12,1,South Adams County Water & San. District,6595 E 70th Ave,PO BOX 597,Commerce City,CO,80037,sacwsd.org,
01024,Retrieved from Adams Public OIT GIS Share 3-27-15,Southwest Adams County Fire Protection District,8,3,Southwest Adams County F.P.D.,3365 West 65th Avenue,,Denver,CO,80221,www.swacfire.com,
01023,Retrieved from Adams Public OIT GIS Share 3-27-15,South Adams County Fire Protection District,8,1,South Adams County F.P.D.,6550 East 72nd Avenue,,Commerce City,CO,80022,,
64121,Hybrid Arapahoe 3-27-15 Adams 6-25-15,Sable-Altura Fire Protection District,8,1,Sable-Altura Fire Protection District,"26900 East Colfax Avenue, Space 52",,Aurora,CO,80018,,
64052,Hybrid Arapahoe 3-27 Elbert 5-14 Adams 6-25,Deer Trail Rural Fire Protection District,8,1,Deer Trail Rural F.P.D.,PO Box 257,,Deer Trail,CO,80105-0257,,
64018,Hybrid Arapahoe 3-27-15 Adams 6-25-15,Bennett Fire Protection District,8,1,Bennett Fire Protection District,Box 349,,Bennett,CO,80102,,
64134,Hybrid Arapahoe 3-27-15 Adams 6-25-15,Strasburg Fire Protection District No. 8,8,1,Strasburg Fire Protection District No. 8,56281 E Colfax Ave,PO Box 911,Strasburg,CO,80136,www.svfd8.org,
65771,Arapahoe Public OIT GIS Share 3-27-15,Avenues Metropolitan District No. 4,6,1,Avenues Metropolitan District No. 4,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122,,
65772,Arapahoe Public OIT GIS Share 3-27-15,Avenues Metropolitan District No. 5,6,1,Avenues Metropolitan District No. 5,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122,,
03155,Arapahoe Public OIT GIS Share 3-27-15,Tallyn's Reach Metropolitan District No. 2,6,1,Tallyn's Reach Metro. District No. 2,"2154 E. Commons Ave., Suite 2000",c/o White Bear Ankele Tanaka & Waldron P.C.,Centennial,CO,80122,,Promontory Metropolitan District No. 2
65243,Arapahoe Public OIT GIS Share 3-27-15,Powhaton Road Metropolitan District No. 1,6,1,Powhaton Road Metropolitan District #1,"2154 E. Commons Ave., Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,Sand Creek Ranch Metropolitan District No. 1
65325,Arapahoe Public OIT GIS Share 3-27-15,Estancia Metropolitan District,6,1,Estancia Metropolitan District,"2154 E. Commons Ave., Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122,,
64108,Hybrid Arapahoe 3-27-15 Douglas 4-27-15,Parker Fire Protection District,8,1,Parker Fire Protection District,9195 E Mineral Ave,,Centennial,CO,80112,www.southmetro.org,
64035,Hybrid Arap 3-27-15 Douglas 3-27-15 and 4-27-15,South Metro Fire Rescue,8,1,South Metro Fire Rescue,9195 East Mineral Avenue,,Centennial,CO,80112,www.southmetro.org,Castlewood Fire Protection District
66311,Adams Assessor Office 06-25-2015,Adams Crossing Metropolitan District No. 3,6,1,Adams Crossing Metropolitan District #3,"2154 East Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122-1880,,
64032,Hybrid Arapahoe 3-27-15 Adams 6-25-15,Byers Fire Protection District,8,1,Byers Fire Protection District,PO Box 85,,Byers,CO,80103-0085,,
03032,Arapahoe Public OIT GIS Share 3-27-15,Cunningham Fire Protection District,8,1,Cunningham Fire Protection District,2015 S Dayton Street,,Denver,CO,80247,www.cfpd.org,
65775,Arapahoe Public OIT GIS Share 3-27-15,Vermilion Creek Metropolitan District,6,1,Vermilion Creek Metropolitan District,19238 E. Jamison Place,,Centennial,CO,80016,,
66312,Adams Assessor Office 06-25-2015,Adams Crossing Metropolitan District No. 4,6,1,Adams Crossing Metropolitan District #4,"2154 East Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122-1880,,
66252,Arapahoe Public OIT GIS Share 3-27-15,Centennial 360 Metropolitan District,6,1,Centennial 360 Metropolitan District,"4725 South Monaco Street, Suite 225","c/o Icenogle Seaver Pogue, P.C.",Denver,CO,80237,,
03066,Arapahoe Public OIT GIS Share 3-27-15,Skyline Fire Protection District,8,1,Skyline Fire Protection District,P.O. Box 3110,,Parker,CO,80134,,
66020,Downloaded from El Paso County Assessor 05-01-2015,Downtown Metropolitan District,6,1,Downtown Metropolitan District,"660 Southpointe Court, Suite 210","c/o Susemihl, McDermott & Cowan, P.C.",Colorado Springs,CO,80906,,
03128,Arapahoe Public OIT GIS Share 3-27-15,Cherry Park General Improvement District,31,1,Cherry Park General Improvement District,13133 E. Arapaho Road,c/o City of Centennial,Centennial,CO,80112-3959,,
65654,Arapahoe Public OIT GIS Share 3-27-15,South Broadway Englewood Business Improvement District,57,1,South Broadway Englewood B.I.D.,925 Lincoln St. #5G,,Denver,CO,80203,,
65849,Arapahoe Public OIT GIS Share 3-27-15,Havana Business Improvement District,57,1,Havana Business Improvement District,337 Oswego Street,,Aurora,CO,80010,,
65793,Arapahoe Public OIT GIS Share 3-27-15,Abilene Station Metropolitan District No. 1,6,1,Abilene Station Metro. District #1,8390 East Crescent Pkwy Ste 500,"c/o Clifton Larson Allen, LLP",Greenwood Village,CO,80111,,
65117,DOLA CTF 04-14-2015,Falcon Highlands Metropolitan District,6,1,Falcon Highlands Metropolitan District,"8390 E. Crescent Pkwy, #500",c/o CliftonLarsonAllen LLP,Greenwood Village,CO,80111,,
66195,Arapahoe Public OIT GIS Share 3-27-15,Pier Point 7 General Improvement District (2-2009),28,1,Pier Point 7 G.I.D. (2-2009),"15151 East Alameda Parkway, Suite 3600",c/o City of Aurora Water Department,Aurora,CO,80012-1555,,
03164,Arapahoe Public OIT GIS Share 3-27-15,Aspen Grove Business Improvement District,57,1,Aspen Grove B.I.D.,"390 Union Boulevard, Suite 400","c/o Collins Cockrel & Cole, P.C.",Lakewood,CO,80228-1556,,
65427,Arapahoe Public OIT GIS Share 3-27-15,Antelope Water System General Improvement District,28,1,Antelope Water System G.I.D.,13133 East Arapahoe Road,c/o City of Centennial,Centennial,CO,80112,,
65214,Arapahoe Public OIT GIS Share 3-27-15,Adonea Metropolitan District No. 2,6,1,Adonea Metropolitan District No. 2,400 E Simpson Street Suite 2000,c/o CCMC,Lafayette,CO,80026,,
03119,Arapahoe Public OIT GIS Share 3-27-15,Foxridge General Improvement District,31,1,Foxridge General Improvement District,13133 E. Arapahoe Road,c/o City of Centennial,Englewood,CO,80112-3963,,
03144,Arapahoe Public OIT GIS Share 3-27-15,Highline Business Improvement District,57,1,Highline Business Improvement District,"141 Union Boulevard, Suite 150",c/o Special District Management,Lakewood,CO,80228-1898,,
64079,Arapahoe Public OIT GIS Share 3-27-15,Inverness Metropolitan Improvement District,6,1,Inverness Metro. Improvement District,"2 Inverness Drive East, Suite 200","c/o Mulhern MRE, Inc",Englewood,CO,80112,www.invernessmetro.com,
65232,Hybrid Arapahoe 3-27 Douglas 4-27 Denver 6-23,Southeast Public Improvement Metropolitan District,6,1,Southeast Public Impr. Metro. District,"2 Inverness Drive East, #200","c/o Mulhern MRE, Inc",Englewood,CO,80112,,
03125,Arapahoe Public OIT GIS Share 3-27-15,Walnut Hills General Improvement District,31,1,Walnut Hills G.I.D.,13133 E. Arapahoe Road,c/o City of Centennial,Englewood,CO,80112-3963,,
66313,Adams Assessor Office 06-25-2015,Adams Crossing Metropolitan District No. 5,6,1,Adams Crossing Metropolitan District #5,"2154 East Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122-1880,,
66314,Adams Assessor Office 06-25-2015,Adams Crossing Metropolitan District No. 6,6,1,Adams Crossing Metropolitan District #6,"2154 East Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122-1880,,
03162,Arapahoe Public OIT GIS Share 3-27-15,Fiddlers Business Improvement District,57,1,Fiddlers Business Improvement District,"6501 S. Fiddler\'s Green Cir., Suite 110",John Madden Company,Greenwood Village,CO,80111,,
65478,Arapahoe Public OIT GIS Share 3-27-15,Senac South Metropolitan District No. 1,6,1,Senac South Metropolitan District No. 1,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65596,Arapahoe Public OIT GIS Share 3-27-15,Horizon Metropolitan District No. 2,6,1,Horizon Metropolitan District No. 2,8390 E Crescent Pkwy Ste 500,c/o CliftonLarsonAllen,Greenwood Village,CO,80111,,
65603,Arapahoe Public OIT GIS Share 3-27-15,Horizon Metropolitan District No. 9,6,1,Horizon Metropolitan District No. 9,8390 E Crescent Pkwy Ste 500,c/o CliftonLarsonAllen,Greenwood Village,CO,80111,,
65602,Arapahoe Public OIT GIS Share 3-27-15,Horizon Metropolitan District No. 8,6,1,Horizon Metropolitan District No. 8,8390 E Crescent Pkwy Ste 500,c/o CliftonLarsonAllen,Greenwood Village,CO,80111,,
65601,Arapahoe Public OIT GIS Share 3-27-15,Horizon Metropolitan District No. 7,6,1,Horizon Metropolitan District No. 7,8390 E Crescent Pkwy Ste 500,c/o CliftonLarsonAllen,Greenwood Village,CO,80111,,
65600,Arapahoe Public OIT GIS Share 3-27-15,Horizon Metropolitan District No. 6,6,1,Horizon Metropolitan District No. 6,8390 E Crescent Pkwy Ste 500,c/o CliftonLarsonAllen,Greenwood Village,CO,80111,,
65599,Arapahoe Public OIT GIS Share 3-27-15,Horizon Metropolitan District No. 5,6,1,Horizon Metropolitan District No. 5,8390 E Crescent Pkwy Ste 500,c/o CliftonLarsonAllen,Greenwood Village,CO,80111,,
65598,Arapahoe Public OIT GIS Share 3-27-15,Horizon Metropolitan District No. 4,6,1,Horizon Metropolitan District No. 4,8390 E Crescent Pkwy Ste 500,c/o CliftonLarsonAllen,Greenwood Village,CO,80111,,
65597,Arapahoe Public OIT GIS Share 3-27-15,Horizon Metropolitan District No. 3,6,1,Horizon Metropolitan District No. 3,8390 E Crescent Pkwy Ste 500,c/o CliftonLarsonAllen,Greenwood Village,CO,80111,,
65423,Arapahoe Public OIT GIS Share 3-27-15,Powhaton Road Metropolitan District No. 3,6,1,Powhaton Road Metropolitan District #3,"2154 E. Commons Ave., Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,Sand Creek Ranch Metropolitan District No. 3
65796,Arapahoe Public OIT GIS Share 3-27-15,Tollgate Creek Commons Metropolitan District No. 1,6,1,Tollgate Creek Commons Metro. Dist. #1,"8390 East Crescent Parkway, Suite 500","c/o Clifton Larson Allen, LLP",Greenwood Village,CO,80111,,
65797,Arapahoe Public OIT GIS Share 3-27-15,Tollgate Creek Commons Metropolitan District No. 2,6,1,Tollgate Creek Commons Metro. Dist. #2,"8390 East Crescent Parkway, Suite 500","c/o Clifton Larson Allen, LLP",Greenwood Village,CO,80111,,
03137,Arapahoe Public OIT GIS Share 3-27-15,Saddle Rock South Metropolitan District No. 2,6,1,Saddle Rock South Metro. District No. 2,"2154 E. Commons Ave., Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122,,
03012,Arapahoe Public OIT GIS Share 3-27-15,Chaparral Metropolitan District,6,1,Chaparral Metropolitan District,7995 E Prentice Ave Ste 103E,c/o Community Resource Services,Greenwood Village,CO,80111,,Chaparral Water and Sanitation District
65595,Arapahoe Public OIT GIS Share 3-27-15,Horizon Metropolitan District No. 1,6,1,Horizon Metropolitan District No. 1,450 E 17th Ave Ste 400,c/o McGeady Becher PC,Denver,CO,80203-1898,,
65604,Arapahoe Public OIT GIS Share 3-27-15,Horizon Metropolitan District No. 10,6,1,Horizon Metropolitan District No. 10,8390 E Crescent Pkwy Ste 500,c/o CliftonLarsonAllen,Greenwood Village,CO,80111,,
65734,Arapahoe Public OIT GIS Share 3-27-15,Waterstone Metropolitan District No. 2,6,1,Waterstone Metropolitan District No. 2,"1641 California Street, Suite 300",c/o Miller & Associates,Denver,CO,80202,,
65733,Arapahoe Public OIT GIS Share 3-27-15,Waterstone Metropolitan District No. 1,6,1,Waterstone Metropolitan District No. 1,"1641 California Street, Suite 300",c/o Miller & Associates,Denver,CO,80202,,
65768,Arapahoe Public OIT GIS Share 3-27-15,Avenues Metropolitan District No. 1,6,1,Avenues Metropolitan District No. 1,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122,,
65769,Arapahoe Public OIT GIS Share 3-27-15,Avenues Metropolitan District No. 2,6,1,Avenues Metropolitan District No. 2,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122,,
65770,Arapahoe Public OIT GIS Share 3-27-15,Avenues Metropolitan District No. 3,6,1,Avenues Metropolitan District No. 3,"2145 E. Commons Avenue, Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122,,
65138,Arapahoe Public OIT GIS Share 3-27-15,Beacon Point Metropolitan District,6,1,Beacon Point Metropolitan District,"450 E. 17th Avenue, Suite 400","c/o McGeady Becher, PC",Denver,CO,80203-1898,,
03095,Arapahoe Public OIT GIS Share 3-27-15,Aurora Centretech Metropolitan District,6,1,Aurora Centretech Metropolitan District,"141 Union Boulevard, Suite 150",c/o Special District Management,Lakewood,CO,80228-1898,,
66005,Arapahoe Public OIT GIS Share 3-27-15,Aurora Crossroads Metropolitan District No. 3,6,1,Aurora Crossroads Metro. District #3,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
66004,Arapahoe Public OIT GIS Share 3-27-15,Aurora Crossroads Metropolitan District No. 2,6,1,Aurora Crossroads Metro. District #2,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
66003,Arapahoe Public OIT GIS Share 3-27-15,Aurora Crossroads Metropolitan District No. 1,6,1,Aurora Crossroads Metro. District #1,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65794,Arapahoe Public OIT GIS Share 3-27-15,Abilene Station Metropolitan District No. 2,6,1,Abilene Station Metro. District #2,8390 East Crescent Pkwy Ste 500,c/o Clifton Larson Allen,Greenwood Village,CO,80111,,
03019,Arapahoe Public OIT GIS Share 3-27-15,Cherry Hills North Metropolitan District,6,1,Cherry Hills North Metropolitan District,PO Box 3110,"c/o Darcy Beard, C.P.A.",Parker,CO,80134,,Cherry Hills North Water and Sanitation District
65780,Arapahoe Public OIT GIS Share 3-27-15,Cherry Hills City Metropolitan District,6,1,Cherry Hills City Metropolitan District,"450 East 17th Avenue, Suite 400","McGeady Becher, P.C.",Denver,CO,80203-1214,http://www.whitebearankele.com/clients/cherry-hills-city-metropolitan-district,
03096,Arapahoe Public OIT GIS Share 3-27-15,Centennial 25 Metropolitan District,6,1,Centennial 25 Metropolitan District,5291 East Yale Avenue,c/o Koelbel & Company,Denver,CO,80220,,
66097,Arapahoe Public OIT GIS Share 3-27-15,Comanche Crossing Metropolitan District,6,1,Comanche Crossing Metropolitan District,"1700 Lincoln Street, Suite 2000",c/o Spencer Fane Britt & Browne LLP,Denver,CO,80203-4538,,
03091,Arapahoe Public OIT GIS Share 3-27-15,Centennial Downs Metropolitan District,6,1,Centennial Downs Metropolitan District,"950 Wadsworth Blvd, Suite 204",,Lakewood,CO,80215,,
03131,Arapahoe Public OIT GIS Share 3-27-15,East Smoky Hill Metropolitan District No. 2,6,1,East Smoky Hill Metro. District No. 2,"8390 E. Crescent Parkway, Suite 500",c/o CliftonLaronAllen LLP,Greenwood Village,CO,80111-2814,,
66395,Arapahoe Public OIT GIS Share 3-27-15,Riverwalk Metropolitan District No. 1,6,1,Riverwalk Metropolitan District No. 1,"2154 East Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122-1880,,
66396,Arapahoe Public OIT GIS Share 3-27-15,Riverwalk Metropolitan District No. 2,6,1,Riverwalk Metropolitan District No. 2,"2154 East Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122-1880,,
66315,Adams Assessor Office 06-25-2015,Adams Crossing Metropolitan District No. 7,6,1,Adams Crossing Metropolitan District #7,"2154 East Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122-1880,,
03130,Arapahoe Public OIT GIS Share 3-27-15,East Smoky Hill Metropolitan District No. 1,6,1,East Smoky Hill Metro. District No. 1,"7400 East Orchard Road, Suite 3300","c/o Seter & Vander Wall, P.C.",Greenwood Village,CO,80111,,
65818,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 13,6,1,Eastern Hills Metropolitan Dist. No. 13,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
66397,Arapahoe Public OIT GIS Share 3-27-15,Riverwalk Metropolitan District No. 3,6,1,Riverwalk Metropolitan District No. 3,"2154 East Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122-1880,,
65397,Arapahoe Public OIT GIS Share 3-27-15,Copperleaf Metropolitan District No. 5,6,1,Copperleaf Metropolitan District No. 5,"450 East 17th Avenue, Suite 400","c/o McGeady Sisneros, P.C.",Denver,CO,80203-1214,,
65396,Arapahoe Public OIT GIS Share 3-27-15,Copperleaf Metropolitan District No. 4,6,1,Copperleaf Metropolitan District No. 4,"450 East 17th Avenue, Suite 400","c/o McGeady Sisneros, P.C.",Denver,CO,80203-1214,,
65220,Garfield County from Tax Districts 04-15-2015,Glenwood Meadows Metropolitan District No. 2,6,1,Glenwood Meadows Metro. District #2,"710 E. Durant Avenue, Suite W-6",,Aspen,CO,81611,,
03161,Arapahoe Public OIT GIS Share 3-27-15,East Quincy Highlands Metropolitan District,6,1,East Quincy Highlands Metro. District,1700 Lincoln St Ste 2000,c/o Spencer Fane LLP,Denver,CO,80203,,
65817,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 12,6,1,Eastern Hills Metropolitan Dist. No. 12,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65816,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 11,6,1,Eastern Hills Metropolitan Dist. No. 11,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65494,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 8,6,1,Eastern Hills Metropolitan Dist. No. 8,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65177,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 7,6,1,Eastern Hills Metropolitan Dist. No. 7,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65176,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 6,6,1,Eastern Hills Metropolitan Dist. No. 6,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122,,
65175,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 5,6,1,Eastern Hills Metropolitan Dist. No. 5,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
18077,Douglas County Open Data 4-27-2015,Westfield Metropolitan District No. 1,6,1,Westfield Metropolitan District No. 1,"650 South Cherry Street, Suite 435",,Denver,CO,80222,,
18062,Douglas County Open Data 4-27-2015,Meadows Metropolitan District No. 7,6,1,Meadows Metropolitan District No. 7,1700 Lincoln St Ste 2000,c/o Spencer Fane Britt & Browne LLP,Denver,CO,80203,,
03147,Arapahoe Public OIT GIS Share 3-27-15,Eagle Bend Metropolitan District No. 2,6,1,Eagle Bend Metropolitan District No. 2,8390 E Crescent Pkwy Ste 500,,Greenwood Village,CO,80111,,
03146,Arapahoe Public OIT GIS Share 3-27-15,Eagle Bend Metropolitan District No. 1,6,1,Eagle Bend Metropolitan District No. 1,"2154 E. Commons Ave., Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65174,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 4,6,1,Eastern Hills Metropolitan Dist. No. 4,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
62118,Weld Tax Districts 4-28-2015,Silver Peaks Metropolitan District No. 1,6,1,Silver Peaks Metropolitan District No. 1,1700 Lincoln St Ste 2000,c/o Spencer Fane LLP,Denver,CO,80203,,
65173,Arapahoe Public OIT GIS Share 3-27-15,Parklands Village 2 Metropolitan District No. 4,6,1,Parklands Village 2 Metro. Dist. No. 4,"2154 E. Commons Ave., Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,Flat Rock Metropolitan District No. 8
65172,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 2,6,1,Eastern Hills Metropolitan Dist. No. 2,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65171,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 1,6,1,Eastern Hills Metropolitan Dist. No. 1,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122,,
65815,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 10,6,1,Eastern Hills Metropolitan Dist. No. 10,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65820,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 15,6,1,Eastern Hills Metropolitan Dist. No. 15,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65821,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 16,6,1,Eastern Hills Metropolitan Dist. No. 16,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65822,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 17,6,1,Eastern Hills Metropolitan Dist. No. 17,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65823,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 18,6,1,Eastern Hills Metropolitan Dist. No. 18,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65824,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 19,6,1,Eastern Hills Metropolitan Dist. No. 19,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65825,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 20,6,1,Eastern Hills Metropolitan Dist. No. 20,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65814,Arapahoe Public OIT GIS Share 3-27-15,Eastern Hills Metropolitan District No. 9,6,1,Eastern Hills Metropolitan Dist. No. 9,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
65395,Arapahoe Public OIT GIS Share 3-27-15,Copperleaf Metropolitan District No. 3,6,1,Copperleaf Metropolitan District No. 3,"450 East 17th Avenue, Suite 400","c/o McGeady Becher, P.C.",Denver,CO,80203-1214,,
65795,Arapahoe Public OIT GIS Share 3-27-15,Cornerstar Metropolitan District,6,1,Cornerstar Metropolitan District,"8390 E. Crescent Parkway, Suite 500",c/o CliftonLaronAllen LLP,Greenwood Village,CO,80111-2814,,Commons at Arapahoe Metropolitan District
65782,Arapahoe Public OIT GIS Share 3-27-15,Heather Ridge Metropolitan District No. 1,6,1,Heather Ridge Metropolitan District #1,"2154 E. Commons Ave., Suite 2000",c/o White Bear Ankele Tanaka Waldron,Centennial,CO,80122,,
65393,Arapahoe Public OIT GIS Share 3-27-15,Copperleaf Metropolitan District No. 1,6,1,Copperleaf Metropolitan District No. 1,"450 East 17th Avenue, Suite 400",c/o McGeady Becher P.C.,Denver,CO,80203-1214,,
66140,Denver Public OIT GIS Share 3-27-15,DUS Metropolitan District No. 3,6,1,DUS Metropolitan District No. 3,"450 East 17th Avenue, Suite 400","c/o McGeady Becher, P.C.",Denver,CO,80203-1214,,
64119,Hybrid Larimer 4-3-15 Boulder 6-11-15,Estes Valley Recreation & Park District,7,1,Estes Valley Recreation & Park District,PO Box 1379,,Estes Park,CO,80517,www.evrpd.com,
65460,Douglas County Open Data 4-27-2015,Sierra Ridge Metropolitan District No. 1,6,1,Sierra Ridge Metropolitan District No. 1,"1700 Lincoln Street, Suite 2000",c/o Spencer Fane LLP,Denver,CO,80203-4538,,
18025,Douglas County Open Data 4-27-2015,Centennial Water & Sanitation District,12,1,Centennial Water & Sanitation District,62 West Plaza Drive,,Highlands Ranch,CO,80129,www.centennialwater.org,
03031,Hybrid Arapahoe 3-27-15 x2 versions,Country Homes Metropolitan District,6,1,Country Homes Metropolitan District,"390 Union Boulevard, Suite 400","c/o Collins Cockrel & Cole, P.C.",Lakewood,CO,80228-1556,,
66316,Adams Assessor Office 06-25-2015,Adams Crossing Metropolitan District No. 8,6,1,Adams Crossing Metropolitan District #8,"2154 East Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122-1880,,
66251,Adams Assessor Office 06-25-2015,Adams East Metropolitan District,6,1,Adams East Metropolitan District,7995 E Prentice Ave Ste 103E,"c/o CRS of Colorado, LLC",Greenwood Village,CO,80111,,
65545,Adams Assessor Office 06-25-2015,Painted Prairie Metropolitan District No. 1,6,1,Painted Prairie Metro. District #1,1700 Lincoln Ste Ste 3800,c/o Spencer Fane & Grimshaw LLP,Denver,CO,80203,,
65045,Arapahoe Public OIT GIS Share 3-27-15,Conservatory Metropolitan District,6,1,Conservatory Metropolitan District,"141 Union Blvd., Suite 150",c/o Special District Management Services Inc,Lakewood,CO,80228-1898,,
65400,Arapahoe Public OIT GIS Share 3-27-15,Copperleaf Metropolitan District No. 8,6,1,Copperleaf Metropolitan District No. 8,"450 East 17th Avenue, Suite 400","c/o McGeady Sisneros, P.C.",Denver,CO,80203-1214,,
65399,Arapahoe Public OIT GIS Share 3-27-15,Copperleaf Metropolitan District No. 7,6,1,Copperleaf Metropolitan District No. 7,"450 East 17th Avenue, Suite 400","c/o McGeady Sisneros, P.C.",Denver,CO,80203-1214,,
65398,Arapahoe Public OIT GIS Share 3-27-15,Copperleaf Metropolitan District No. 6,6,1,Copperleaf Metropolitan District No. 6,"450 East 17th Avenue, Suite 400","c/o McGeady Sisneros, P.C.",Denver,CO,80203-1214,,
03036,Arapahoe Public OIT GIS Share 3-27-15,East Arapahoe Metropolitan District,6,1,East Arapahoe Metropolitan District,PO Box 460492,,Aurora,CO,80046-0492,,
03097,Arapahoe Public OIT GIS Share 3-27-15,Dove Valley Metropolitan District,6,1,Dove Valley Metropolitan District,"141 Union Boulevard, Suite 150",c/o Special District Management,Lakewood,CO,80228-1898,,
