"Feature Name|""ID""|""Class""|""County""|""State""|""Latitude""|""Longitude""|""Ele(ft)""|""Map""|""BGN Date""|""Entry Date""|"
"Houston|""180712""|""Populated Place""|""Weld""|""CO""|""401517N""|""1044825W""|""4783""|""Milliken""|""""|""13-OCT-1978"""
"Howard|""191723""|""Populated Place""|""Fremont""|""CO""|""382655N""|""1055007W""|""6716""|""Howard""|""""|""13-OCT-1978"""
"Howard Census Designated Place|""2583248""|""Census""|""Fremont""|""CO""|""382435N""|""1055033W""|""7405""|""Howard""|""""|""31-MAR-2010"""
"Howardsville|""187646""|""Populated Place""|""San Juan""|""CO""|""375008N""|""1073539W""|""9747""|""Howardsville""|""""|""13-OCT-1978"""
"Hoyt|""180910""|""Populated Place""|""Morgan""|""CO""|""400056N""|""1040430W""|""4764""|""Hoyt""|""""|""13-OCT-1978"""
"Hudson|""180861""|""Populated Place""|""Weld""|""CO""|""400425N""|""1043835W""|""5000""|""Hudson""|""""|""13-OCT-1978"""
"Huff|""185361""|""Populated Place""|""Delta""|""CO""|""384525N""|""1081522W""|""4833""|""Dominguez""|""""|""13-OCT-1978"""
"Hugo|""195141""|""Populated Place""|""Lincoln""|""CO""|""390810N""|""1032812W""|""5039""|""Hugo""|""""|""13-OCT-1978"""
"Huntington Heights|""2354744""|""Populated Place""|""Jefferson""|""CO""|""394928N""|""1050535W""|""5613""|""Arvada""|""""|""28-SEP-2007"""
"Hurley|""182902""|""Populated Place""|""Morgan""|""CO""|""401627N""|""1034542W""|""4258""|""Fort Morgan""|""""|""13-OCT-1978"""
"Hurrich|""180528""|""Populated Place""|""Weld""|""CO""|""403152N""|""1044738W""|""4888""|""Severance""|""""|""13-OCT-1978"""
"Hutchinson Heights|""2354669""|""Populated Place""|""Arapahoe""|""CO""|""393946N""|""1044703W""|""5640""|""Fitzsimons""|""""|""28-SEP-2007"""
"Hyde|""182992""|""Populated Place""|""Washington""|""CO""|""400809N""|""1024958W""|""4222""|""Hyde""|""""|""13-OCT-1978"""
"Hygiene|""178333""|""Populated Place""|""Boulder""|""CO""|""401119N""|""1051051W""|""5095""|""Hygiene""|""""|""13-OCT-1978"""
"Idaho Creek|""178736""|""Populated Place""|""Weld""|""CO""|""400720N""|""1050047W""|""4902""|""Erie""|""""|""13-OCT-1978"""
"Idaho Springs|""204710""|""Populated Place""|""Clear Creek""|""CO""|""394433N""|""1053049W""|""7526""|""Idaho Springs""|""""|""13-OCT-1978"""
"Idalia|""204817""|""Populated Place""|""Yuma""|""CO""|""394214N""|""1021738W""|""3966""|""Idalia""|""""|""13-OCT-1978"""
"Idalia Census Designated Place|""2583249""|""Census""|""Yuma""|""CO""|""394211N""|""1021738W""|""3966""|""Idalia""|""""|""31-MAR-2010"""
"Idledale|""204713""|""Populated Place""|""Jefferson""|""CO""|""393958N""|""1051439W""|""6460""|""Morrison""|""""|""13-OCT-1978"""
"Idledale Census Designated Place|""2583250""|""Census""|""Jefferson""|""CO""|""394008N""|""1051435W""|""6598""|""Morrison""|""""|""31-MAR-2010"""
"Idylwilde|""177100""|""Populated Place""|""Larimer""|""CO""|""404203N""|""1053917W""|""7533""|""Kinikinik""|""""|""13-OCT-1978"""
"Ignacio|""184487""|""Populated Place""|""La Plata""|""CO""|""370654N""|""1073759W""|""6453""|""Ignacio""|""""|""13-OCT-1978"""
"Iles Grove|""171412""|""Populated Place""|""Moffat""|""CO""|""402007N""|""1074114W""|""6309""|""Monument Butte""|""""|""13-OCT-1978"""
"Iliff|""171118""|""Populated Place""|""Logan""|""CO""|""404533N""|""1030400W""|""3839""|""Iliff""|""""|""13-OCT-1978"""
"Ilium|""187068""|""Populated Place""|""San Miguel""|""CO""|""375547N""|""1075352W""|""8117""|""Gray Head""|""""|""13-OCT-1978"""
"Independence (historical)|""180342""|""Populated Place""|""Pitkin""|""CO""|""390626N""|""1063621W""|""10912""|""Independence Pass""|""""|""13-OCT-1978"""
"Independence (historical)|""203907""|""Populated Place""|""Teller""|""CO""|""384356N""|""1050812W""|""10640""|""Cripple Creek South""|""""|""13-OCT-1978"""
"Indian Hills|""196396""|""Populated Place""|""Jefferson""|""CO""|""393700N""|""1051414W""|""6857""|""Indian Hills""|""""|""31-AUG-1992"""
"Indian Hills Census Designated Place|""2408420""|""Census""|""Jefferson""|""CO""|""393746N""|""1051503W""|""7205""|""Evergreen""|""""|""11-MAR-2008"""
"Indian Meadows|""177127""|""Populated Place""|""Larimer""|""CO""|""404202N""|""1053307W""|""7031""|""Rustic""|""""|""13-OCT-1978"""
"Indian Springs Village|""183314""|""Populated Place""|""Jefferson""|""CO""|""392555N""|""1051914W""|""7201""|""Pine""|""""|""13-OCT-1978"""
"Indians Hills|""202865""|""Populated Place""|""Jefferson""|""CO""|""393758N""|""1051535W""|""7192""|""Evergreen""|""""|""13-OCT-1978"""
"Insmont|""183271""|""Populated Place""|""Park""|""CO""|""392331N""|""1052711W""|""7710""|""Bailey""|""""|""13-OCT-1978"""
"Inverness|""2631651""|""Populated Place""|""Arapahoe""|""CO""|""393439N""|""1045141W""|""5761""|""Parker""|""""|""30-AUG-2010"""
"Inverness|""2413632""|""Populated Place""|""Douglas""|""CO""|""393344N""|""1045146W""|""5794""|""Parker""|""""|""11-MAR-2008"""
"Inverness Census Designated Place|""2629990""|""Census""|""Arapahoe""|""CO""|""393445N""|""1045144W""|""5764""|""Parker""|""""|""30-AUG-2010"""
"Iola (historical)|""196437""|""Populated Place""|""Gunnison""|""CO""|""382830N""|""1070550W""|""7523""|""Big Mesa""|""""|""01-MAY-1989"""
"Iris|""189613""|""Populated Place""|""Saguache""|""CO""|""382458N""|""1064944W""|""8999""|""Iris""|""""|""13-OCT-1978"""
"Iron City (historical)|""203897""|""Populated Place""|""Chaffee""|""CO""|""384231N""|""1062017W""|""9901""|""Saint Elmo""|""""|""13-OCT-1978"""
"Irondale|""184699""|""Populated Place""|""Adams""|""CO""|""395058N""|""1045350W""|""5138""|""Commerce City""|""""|""13-OCT-1978"""
"Ironton|""187227""|""Populated Place""|""Ouray""|""CO""|""375558N""|""1074049W""|""9800""|""Ironton""|""""|""13-OCT-1978"""
"Irwin|""203227""|""Populated Place""|""Gunnison""|""CO""|""385225N""|""1070549W""|""10197""|""Mount Axtell""|""""|""13-OCT-1978"""
"Ivywild|""193515""|""Populated Place""|""El Paso""|""CO""|""384838N""|""1045007W""|""6014""|""Colorado Springs""|""""|""13-OCT-1978"""
"Jack Springs|""170920""|""Populated Place""|""Moffat""|""CO""|""402104N""|""1084211W""|""7113""|""Skull Creek""|""""|""13-OCT-1978"""
"Jackson Field|""180633""|""Populated Place""|""Weld""|""CO""|""402425N""|""1044111W""|""4692""|""Greeley""|""""|""13-OCT-1978"""
"Jackson Lake Census Designated Place|""2583251""|""Census""|""Morgan""|""CO""|""402151N""|""1040419W""|""4406""|""Orchard""|""""|""31-MAR-2010"""
"Jamestown|""204677""|""Populated Place""|""Boulder""|""CO""|""400656N""|""1052319W""|""6926""|""Gold Hill""|""""|""13-OCT-1978"""
"Jansen|""204812""|""Populated Place""|""Las Animas""|""CO""|""370926N""|""1043217W""|""6083""|""Trinidad West""|""""|""13-OCT-1978"""
"Jansen Census Designated Place|""2583252""|""Census""|""Las Animas""|""CO""|""370929N""|""1043300W""|""6243""|""Trinidad West""|""""|""31-MAR-2010"""
"Jaroso|""193115""|""Populated Place""|""Costilla""|""CO""|""370010N""|""1053727W""|""7579""|""Garcia""|""""|""13-OCT-1978"""
"Jasper|""190646""|""Populated Place""|""Rio Grande""|""CO""|""372504N""|""1062745W""|""9108""|""Jasper""|""""|""13-OCT-1978"""
"Jefferson|""204725""|""Populated Place""|""Park""|""CO""|""392238N""|""1054802W""|""9501""|""Jefferson""|""""|""13-OCT-1978"""
"Jennings (historical)|""203912""|""Populated Place""|""Chaffee""|""CO""|""Unknown""|""Unknown""|""""|""Unknown""|""""|""01-MAR-1995"""
"Jessica|""171131""|""Populated Place""|""Logan""|""CO""|""404538N""|""1031019W""|""3989""|""Padroni""|""""|""13-OCT-1978"""
"Jessum|""178361""|""Populated Place""|""Weld""|""CO""|""400820N""|""1050130W""|""4895""|""Longmont""|""""|""13-OCT-1978"""
"Joes|""204816""|""Populated Place""|""Yuma""|""CO""|""393923N""|""1024044W""|""4272""|""Joes""|""""|""13-OCT-1978"""
"Joes Census Designated Place|""2583253""|""Census""|""Yuma""|""CO""|""393921N""|""1024043W""|""4275""|""Joes""|""""|""31-MAR-2010"""
"John Held Corner|""174462""|""Populated Place""|""Mesa""|""CO""|""390812N""|""1080810W""|""6122""|""Mesa""|""""|""13-OCT-1978"""
"Johnson|""180895""|""Populated Place""|""Weld""|""CO""|""400515N""|""1042634W""|""4829""|""Prospect Valley""|""""|""13-OCT-1978"""
"Johnson Village|""196663""|""Populated Place""|""Chaffee""|""CO""|""384839N""|""1060624W""|""7851""|""Buena Vista East""|""""|""01-NOV-1991"""
"Johnson Village Census Designated Place|""2583254""|""Census""|""Chaffee""|""CO""|""384843N""|""1060626W""|""7854""|""Buena Vista East""|""""|""31-MAR-2010"""
"Johnsons Corner|""174620""|""Populated Place""|""Mesa""|""CO""|""390531N""|""1082948W""|""4701""|""Clifton""|""""|""13-OCT-1978"""
"Johnstown|""180701""|""Populated Place""|""Weld""|""CO""|""402013N""|""1045444W""|""4852""|""Johnstown""|""""|""13-OCT-1978"""
"Juanita|""184559""|""Populated Place""|""Archuleta""|""CO""|""370138N""|""1070902W""|""6375""|""Pagosa Junction""|""""|""13-OCT-1978"""
"Juanita Junction|""186328""|""Populated Place""|""Delta""|""CO""|""385529N""|""1073141W""|""5922""|""Bowie""|""""|""13-OCT-1978"""
"Julesburg|""202892""|""Populated Place""|""Sedgwick""|""CO""|""405918N""|""1021552W""|""3478""|""Julesburg""|""""|""13-OCT-1978"""
"Juniper Hot Springs|""171333""|""Populated Place""|""Moffat""|""CO""|""402802N""|""1075713W""|""5991""|""Juniper Hot Springs""|""""|""13-OCT-1978"""
"Kahler|""180695""|""Populated Place""|""Weld""|""CO""|""401942N""|""1045955W""|""5013""|""Johnstown""|""""|""13-OCT-1978"""
"Kannah|""185228""|""Populated Place""|""Mesa""|""CO""|""385621N""|""1082649W""|""4659""|""Whitewater""|""""|""13-OCT-1978"""
"Karl|""195436""|""Populated Place""|""Prowers""|""CO""|""380815N""|""1023112W""|""3642""|""May Valley""|""""|""13-OCT-1978"""
"Karval|""196395""|""Populated Place""|""Lincoln""|""CO""|""384400N""|""1033214W""|""5115""|""Karval""|""""|""31-AUG-1992"""
"Kassler|""204729""|""Populated Place""|""Jefferson""|""CO""|""392926N""|""1050541W""|""5512""|""Kassler""|""""|""13-OCT-1978"""
"Kearns|""184545""|""Populated Place""|""Archuleta""|""CO""|""370752N""|""1070937W""|""6847""|""Lonetree Canyon""|""""|""13-OCT-1978"""
"Keenesburg|""204699""|""Populated Place""|""Weld""|""CO""|""400630N""|""1043112W""|""4954""|""Keenesburg""|""""|""13-OCT-1978"""
"Keesee|""195423""|""Populated Place""|""Bent""|""CO""|""380811N""|""1024644W""|""3839""|""McClave""|""""|""13-OCT-1978"""
"Kelim|""180573""|""Populated Place""|""Larimer""|""CO""|""402424N""|""1045703W""|""4938""|""Windsor""|""""|""13-OCT-1978"""
"Kelker|""193533""|""Populated Place""|""El Paso""|""CO""|""384745N""|""1044653W""|""5863""|""Colorado Springs""|""""|""13-OCT-1978"""
"Keller|""195532""|""Populated Place""|""Bent""|""CO""|""380346N""|""1030847W""|""3871""|""Las Animas""|""""|""13-OCT-1978"""
"Kellytown|""185071""|""Populated Place""|""Douglas""|""CO""|""392853N""|""1045937W""|""5676""|""Sedalia""|""""|""13-OCT-1978"""
"Ken Caryl|""1867086""|""Populated Place""|""Jefferson""|""CO""|""393433N""|""1050644W""|""5761""|""Littleton""|""""|""15-MAY-2000"""
"Ken Caryl Census Designated Place|""2408469""|""Census""|""Jefferson""|""CO""|""393437N""|""1050650W""|""5784""|""Littleton""|""""|""11-MAR-2008"""
"Ken Caryl Ranch North|""2355329""|""Populated Place""|""Jefferson""|""CO""|""393543N""|""1051021W""|""6194""|""Indian Hills""|""""|""17-OCT-2007"""
"Kenyon Corner|""177212""|""Populated Place""|""Larimer""|""CO""|""403822N""|""1050422W""|""5115""|""Wellington""|""""|""13-OCT-1978"""
"Keota|""204690""|""Populated Place""|""Weld""|""CO""|""404210N""|""1040431W""|""4964""|""Keota""|""""|""13-OCT-1978"""
"Kerns|""180506""|""Populated Place""|""Larimer""|""CO""|""403027N""|""1045640W""|""4833""|""Timnath""|""""|""13-OCT-1978"""
"Kerper City|""189936""|""Populated Place""|""Saguache""|""CO""|""381658N""|""1060832W""|""9288""|""Bonanza""|""""|""13-OCT-1978"""
"Kersey|""204695""|""Populated Place""|""Weld""|""CO""|""402315N""|""1043342W""|""4616""|""Kersey""|""""|""13-OCT-1978"""
"Keyhole|""185481""|""Populated Place""|""Delta""|""CO""|""384135N""|""1081832W""|""5335""|""Good Point""|""""|""13-OCT-1978"""
"Keystone|""172937""|""Populated Place""|""Routt""|""CO""|""401804N""|""1065747W""|""7326""|""Oak Creek""|""""|""13-OCT-1978"""
"Keystone|""187082""|""Populated Place""|""San Miguel""|""CO""|""375659N""|""1075239W""|""8681""|""Gray Head""|""""|""13-OCT-1978"""
"Keystone|""182373""|""Populated Place""|""Summit""|""CO""|""393558N""|""1055914W""|""9173""|""Keystone""|""""|""13-OCT-1978"""
"Keystone Census Designated Place|""2408479""|""Census""|""Summit""|""CO""|""393524N""|""1055618W""|""10804""|""Keystone""|""""|""11-MAR-2008"""
"Kiggin|""174849""|""Populated Place""|""Garfield""|""CO""|""392535N""|""1071422W""|""6125""|""Carbondale""|""""|""13-OCT-1978"""
"Kim|""203870""|""Populated Place""|""Las Animas""|""CO""|""371448N""|""1032108W""|""5692""|""Kim South""|""""|""13-OCT-1978"""
"Kimberly Hills|""2108211""|""Populated Place""|""Adams""|""CO""|""395203N""|""1050107W""|""5426""|""Arvada""|""""|""27-FEB-2007"""
"King Center|""195373""|""Populated Place""|""Crowley""|""CO""|""381037N""|""1035427W""|""4354""|""Olney Springs""|""""|""13-OCT-1978"""
"Kings Canyon|""170044""|""Populated Place""|""Jackson""|""CO""|""405537N""|""1061337W""|""8396""|""Kings Canyon""|""""|""13-OCT-1978"""
"Kings Corner|""177722""|""Populated Place""|""Larimer""|""CO""|""402242N""|""1050424W""|""4934""|""Loveland""|""""|""13-OCT-1978"""
"Kingsborough|""2354656""|""Populated Place""|""Arapahoe""|""CO""|""394015N""|""1044757W""|""5597""|""Fitzsimons""|""""|""28-SEP-2007"""
"Kiowa|""185146""|""Populated Place""|""Elbert""|""CO""|""392050N""|""1042752W""|""6378""|""Kiowa""|""""|""13-OCT-1978"""
"Kiowa Division (historical)|""1935498""|""Census""|""Elbert""|""CO""|""392043N""|""1042715W""|""6440""|""Kiowa""|""""|""26-SEP-2001"""
"Kirk|""195064""|""Populated Place""|""Yuma""|""CO""|""393648N""|""1023530W""|""4203""|""Kirk""|""""|""13-OCT-1978"""
"Kirk Census Designated Place|""2583255""|""Census""|""Yuma""|""CO""|""393646N""|""1023531W""|""4203""|""Kirk""|""""|""31-MAR-2010"""
"Kirkgaard Acres|""2354610""|""Populated Place""|""Arapahoe""|""CO""|""394405N""|""1044712W""|""5476""|""Fitzsimons""|""""|""28-SEP-2007"""
"Kirkland|""178359""|""Populated Place""|""Weld""|""CO""|""401116N""|""1050057W""|""4944""|""Longmont""|""""|""13-OCT-1978"""
"Kirkwell|""1947570""|""Populated Place""|""Baca""|""CO""|""370855N""|""1025628W""|""4905""|""Reader Lake""|""""|""16-JAN-2002"""
"Kistler Park|""2085562""|""Populated Place""|""Douglas""|""CO""|""393230N""|""1045850W""|""5735""|""Highlands Ranch""|""""|""30-MAR-2006"""
"Kit Carson|""195254""|""Populated Place""|""Cheyenne""|""CO""|""384540N""|""1024722W""|""4285""|""Kit Carson""|""""|""13-OCT-1978"""
"Kittredge|""182086""|""Populated Place""|""Jefferson""|""CO""|""393917N""|""1051759W""|""6906""|""Evergreen""|""""|""13-OCT-1978"""
"Kittredge Census Designated Place|""2408491""|""Census""|""Jefferson""|""CO""|""393933N""|""1051816W""|""7073""|""Evergreen""|""""|""11-MAR-2008"""
"Kline|""179281""|""Populated Place""|""La Plata""|""CO""|""370839N""|""1080710W""|""6942""|""Kline""|""""|""13-OCT-1978"""
"Knob Hill|""193501""|""Populated Place""|""El Paso""|""CO""|""385024N""|""1044658W""|""6115""|""Colorado Springs""|""""|""13-OCT-1978"""
"Kobe|""202693""|""Populated Place""|""Lake""|""CO""|""390746N""|""1061853W""|""9190""|""Leadville South""|""""|""13-OCT-1978"""
"Koen|""195591""|""Populated Place""|""Prowers""|""CO""|""380417N""|""1022049W""|""3510""|""Granada""|""""|""13-OCT-1978"""
"Kokomo (historical)|""179601""|""Populated Place""|""Summit""|""CO""|""392527N""|""1061123W""|""10695""|""Copper Mountain""|""""|""13-OCT-1978"""
"Koldeway|""2354763""|""Populated Place""|""Jefferson""|""CO""|""394828N""|""1050611W""|""5358""|""Arvada""|""""|""28-SEP-2007"""
"Kornman|""195432""|""Populated Place""|""Prowers""|""CO""|""380901N""|""1023644W""|""3688""|""May Valley""|""""|""13-OCT-1978"""
"Krauss|""180896""|""Populated Place""|""Weld""|""CO""|""400625N""|""1042634W""|""4803""|""Prospect Valley""|""""|""13-OCT-1978"""
"Kremmling|""204655""|""Populated Place""|""Grand""|""CO""|""400332N""|""1062320W""|""7313""|""Kremmling""|""""|""13-OCT-1978"""
"Kreybill|""195537""|""Populated Place""|""Bent""|""CO""|""380650N""|""1030602W""|""3904""|""Kreybill""|""""|""13-OCT-1978"""
"Kuner|""180671""|""Populated Place""|""Weld""|""CO""|""402234N""|""1042926W""|""4583""|""Barnesville""|""""|""13-OCT-1978"""
"Kutch|""195162""|""Populated Place""|""Elbert""|""CO""|""385438N""|""1035210W""|""5673""|""Kutch""|""""|""13-OCT-1978"""
"La Boca|""184499""|""Populated Place""|""La Plata""|""CO""|""370040N""|""1073607W""|""6168""|""Tiffany""|""""|""13-OCT-1978"""
"La Foret|""193292""|""Populated Place""|""El Paso""|""CO""|""390034N""|""1044252W""|""7231""|""Black Forest""|""""|""13-OCT-1978"""
"La Fruto|""192813""|""Populated Place""|""Alamosa""|""CO""|""372453N""|""1055355W""|""7543""|""Alamosa West""|""""|""13-OCT-1978"""
"La Garita|""190257""|""Populated Place""|""Saguache""|""CO""|""375027N""|""1061448W""|""7828""|""La Garita""|""""|""13-OCT-1978"""
"La Isla|""2726424""|""Populated Place""|""Conejos""|""CO""|""370619N""|""1055538W""|""7746""|""Lobatos""|""""|""18-MAY-2012"""
"La Jara|""204783""|""Populated Place""|""Conejos""|""CO""|""371630N""|""1055737W""|""7605""|""La Jara""|""""|""13-OCT-1978"""
"La Junta|""204829""|""Populated Place""|""Otero""|""CO""|""375906N""|""1033238W""|""4078""|""La Junta""|""""|""13-OCT-1978"""
"La Junta Gardens|""203845""|""Populated Place""|""Otero""|""CO""|""375958N""|""1033313W""|""4065""|""La Junta""|""""|""13-OCT-1978"""
"La Junta Gardens Census Designated Place|""2583257""|""Census""|""Otero""|""CO""|""380005N""|""1033317W""|""4065""|""Cheraw""|""""|""31-MAR-2010"""
"La Junta Village|""195504""|""Populated Place""|""Otero""|""CO""|""380215N""|""1033152W""|""4249""|""Cheraw""|""""|""13-OCT-1978"""
"La Posta|""202996""|""Populated Place""|""La Plata""|""CO""|""370731N""|""1075342W""|""6178""|""Basin Mountain""|""""|""13-OCT-1978"""
"La Salle|""180726""|""Populated Place""|""Weld""|""CO""|""402056N""|""1044207W""|""4678""|""La Salle""|""""|""13-OCT-1978"""
"La Valley|""193127""|""Populated Place""|""Costilla""|""CO""|""370607N""|""1052052W""|""8543""|""La Valley""|""""|""13-OCT-1978"""
"La Veta|""204782""|""Populated Place""|""Huerfano""|""CO""|""373018N""|""1050028W""|""7037""|""La Veta""|""""|""13-OCT-1978"""
"La Vista|""2354612""|""Populated Place""|""Arapahoe""|""CO""|""394348N""|""1044819W""|""5446""|""Fitzsimons""|""""|""28-SEP-2007"""
"Lafayette|""202813""|""Populated Place""|""Boulder""|""CO""|""395937N""|""1050523W""|""5210""|""Lafayette""|""""|""13-OCT-1978"""
"Laird|""183040""|""Populated Place""|""Yuma""|""CO""|""400457N""|""1020613W""|""3405""|""Laird""|""""|""13-OCT-1978"""
"Laird Census Designated Place|""2583256""|""Census""|""Yuma""|""CO""|""400454N""|""1020607W""|""3402""|""Laird""|""""|""31-MAR-2010"""
"Lake Arbor|""2354713""|""Populated Place""|""Jefferson""|""CO""|""395052N""|""1050437W""|""5440""|""Arvada""|""""|""28-SEP-2007"""
"Lake City|""188715""|""Populated Place""|""Hinsdale""|""CO""|""380148N""|""1071855W""|""8661""|""Lake City""|""""|""13-OCT-1978"""
"Lake George|""191146""|""Populated Place""|""Park""|""CO""|""385847N""|""1052127W""|""7992""|""Lake George""|""""|""13-OCT-1978"""
"Lake Shore Park|""197761""|""Populated Place""|""Boulder""|""CO""|""395732N""|""1052201W""|""7615""|""Eldorado Springs""|""""|""01-SEP-1992"""
"Lakecrest|""2354696""|""Populated Place""|""Jefferson""|""CO""|""395101N""|""1050712W""|""5574""|""Arvada""|""""|""28-SEP-2007"""
"Lakeside|""181694""|""Populated Place""|""Denver""|""CO""|""394642N""|""1050334W""|""5358""|""Arvada""|""""|""13-OCT-1978"""
"Lakeside|""1669462""|""Populated Place""|""Jefferson""|""CO""|""394638N""|""1050321W""|""5364""|""Arvada""|""""|""08-NOV-1995"""
"Lakeview|""2354898""|""Populated Place""|""Jefferson""|""CO""|""394652N""|""1050432W""|""5374""|""Arvada""|""""|""17-OCT-2007"""
"Lakeview Estates|""2354416""|""Populated Place""|""Adams""|""CO""|""394929N""|""1050253W""|""5298""|""Arvada""|""""|""28-SEP-2007"""
"Lakeview Meadows|""2354747""|""Populated Place""|""Jefferson""|""CO""|""394925N""|""1050435W""|""5485""|""Arvada""|""""|""28-SEP-2007"""
"Lakewood|""181620""|""Populated Place""|""Jefferson""|""CO""|""394217N""|""1050453W""|""5518""|""Fort Logan""|""""|""13-OCT-1978"""
"Lamar|""203835""|""Populated Place""|""Prowers""|""CO""|""380514N""|""1023715W""|""3619""|""Lamar East""|""""|""13-OCT-1978"""
"Lamar Heights|""2354752""|""Populated Place""|""Jefferson""|""CO""|""394852N""|""1050344W""|""5377""|""Arvada""|""""|""28-SEP-2007"""
"Lamar Heights|""2120007""|""Populated Place""|""Jefferson""|""CO""|""394932N""|""1050403W""|""5381""|""Arvada""|""""|""01-MAY-2007"""
"Lamartine|""181975""|""Populated Place""|""Clear Creek""|""CO""|""394346N""|""1053700W""|""10407""|""Idaho Springs""|""""|""13-OCT-1978"""
"Lamb|""182957""|""Populated Place""|""Morgan""|""CO""|""401442N""|""1035052W""|""4363""|""Lamb""|""""|""13-OCT-1978"""
"Lamplighter|""2354739""|""Populated Place""|""Jefferson""|""CO""|""394948N""|""1050729W""|""5531""|""Arvada""|""""|""28-SEP-2007"""
"Laporte|""204672""|""Populated Place""|""Larimer""|""CO""|""403735N""|""1050816W""|""5062""|""Laporte""|""""|""13-OCT-1978"""
"Laporte Census Designated Place|""2408572""|""Census""|""Larimer""|""CO""|""403819N""|""1050840W""|""5105""|""Laporte""|""""|""11-MAR-2008"""
"Larand|""202053""|""Populated Place""|""Jackson""|""CO""|""403721N""|""1061734W""|""8212""|""MacFarlane Reservoir""|""""|""13-OCT-1978"""
"Larkspur|""193176""|""Populated Place""|""Douglas""|""CO""|""391343N""|""1045314W""|""6726""|""Larkspur""|""""|""13-OCT-1978"""
"Las Animas|""195526""|""Populated Place""|""Bent""|""CO""|""380400N""|""1031322W""|""3898""|""Las Animas""|""""|""13-OCT-1978"""
"Las Animas Junction|""195530""|""Populated Place""|""Bent""|""CO""|""380345N""|""1031027W""|""3871""|""Las Animas""|""""|""13-OCT-1978"""
"Las Mesitas|""190924""|""Populated Place""|""Conejos""|""CO""|""370352N""|""1060638W""|""8100""|""Antonito""|""""|""13-OCT-1978"""
"Lascar|""194068""|""Populated Place""|""Huerfano""|""CO""|""374930N""|""1044455W""|""5692""|""Lascar""|""""|""13-OCT-1978"""
"Last Chance|""195018""|""Populated Place""|""Washington""|""CO""|""394427N""|""1033530W""|""4819""|""Last Chance""|""""|""13-OCT-1978"""
"Lawson|""204705""|""Populated Place""|""Clear Creek""|""CO""|""394557N""|""1053739W""|""8107""|""Empire""|""""|""13-OCT-1978"""
"Lay|""171247""|""Populated Place""|""Moffat""|""CO""|""403136N""|""1075255W""|""6181""|""Lay""|""""|""13-OCT-1978"""
"Lazear|""186514""|""Populated Place""|""Delta""|""CO""|""384648N""|""1074654W""|""5446""|""Lazear""|""""|""13-OCT-1978"""
"Lazy Acres|""197726""|""Populated Place""|""Boulder""|""CO""|""400536N""|""1051958W""|""7014""|""Boulder""|""""|""01-SEP-1992"""
"Lazy Acres Census Designated Place|""2583258""|""Census""|""Boulder""|""CO""|""400501N""|""1051953W""|""6781""|""Boulder""|""""|""31-MAR-2010"""
"Leader|""184655""|""Populated Place""|""Adams""|""CO""|""395358N""|""1040323W""|""4862""|""Leader""|""""|""13-OCT-1978"""
"Leadville|""204683""|""Populated Place""|""Lake""|""CO""|""391503N""|""1061733W""|""10157""|""Leadville North""|""""|""13-OCT-1978"""
"Leadville Junction|""179894""|""Populated Place""|""Lake""|""CO""|""391531N""|""1062023W""|""9767""|""Leadville North""|""""|""13-OCT-1978"""
"Leadville North Census Designated Place|""2408593""|""Census""|""Lake""|""CO""|""391536N""|""1061841W""|""9990""|""Leadville North""|""""|""11-MAR-2008"""
"Leal|""175675""|""Populated Place""|""Grand""|""CO""|""394837N""|""1060240W""|""8871""|""Ute Peak""|""""|""13-OCT-1978"""
"Leavick (historical)|""180226""|""Populated Place""|""Park""|""CO""|""391142N""|""1060815W""|""11243""|""Mount Sherman""|""""|""13-OCT-1978"""
"Leawood|""2355353""|""Populated Place""|""Jefferson""|""CO""|""393613N""|""1050349W""|""5472""|""Littleton""|""""|""17-OCT-2007"""
"Lebanon|""178807""|""Populated Place""|""Montezuma""|""CO""|""372726N""|""1083529W""|""6673""|""Dolores West""|""""|""13-OCT-1978"""
"Lenado|""180042""|""Populated Place""|""Pitkin""|""CO""|""391433N""|""1064545W""|""8540""|""Aspen""|""""|""13-OCT-1978"""
"Leon|""174859""|""Populated Place""|""Eagle""|""CO""|""392305N""|""1070557W""|""6443""|""Leon""|""""|""13-OCT-1978"""
"Leonard (historical)|""186236""|""Populated Place""|""San Miguel""|""CO""|""380350N""|""1080137W""|""7749""|""Placerville""|""""|""13-OCT-1978"""
"Leroy|""182813""|""Populated Place""|""Logan""|""CO""|""403134N""|""1025451W""|""4380""|""Leroy""|""""|""13-OCT-1978"""
"Lewis|""202602""|""Populated Place""|""Montezuma""|""CO""|""372959N""|""1084009W""|""6719""|""Arriola""|""""|""13-OCT-1978"""
"Lewis Census Designated Place|""2583259""|""Census""|""Montezuma""|""CO""|""373006N""|""1083936W""|""6729""|""Yellow Jacket""|""""|""31-MAR-2010"""
"Leyden|""181653""|""Populated Place""|""Jefferson""|""CO""|""395041N""|""1051103W""|""5656""|""Golden""|""""|""13-OCT-1978"""
"Leyden Junction|""181656""|""Populated Place""|""Jefferson""|""CO""|""395046N""|""1050854W""|""5689""|""Golden""|""""|""13-OCT-1978"""
"Leyner|""178725""|""Populated Place""|""Boulder""|""CO""|""400259N""|""1050609W""|""5033""|""Erie""|""""|""13-OCT-1978"""
"Leyner Census Designated Place|""2583260""|""Census""|""Boulder""|""CO""|""400304N""|""1050627W""|""5033""|""Erie""|""""|""31-MAR-2010"""
