"Feature Name|""ID""|""Class""|""County""|""State""|""Latitude""|""Longitude""|""Ele(ft)""|""Map""|""BGN Date""|""Entry Date""|"
"De Beque|""174334""|""Populated Place""|""Mesa""|""CO""|""392004N""|""1081254W""|""4951""|""De Beque""|""""|""13-OCT-1978"""
"De Nova (historical)|""2749193""|""Populated Place""|""Washington""|""CO""|""395132N""|""1025824W""|""4505""|""De Nova""|""""|""29-JUL-2013"""
"Dearfield|""180759""|""Populated Place""|""Weld""|""CO""|""401726N""|""1041534W""|""4501""|""Dearfield""|""""|""13-OCT-1978"""
"Deckers|""204730""|""Populated Place""|""Douglas""|""CO""|""391517N""|""1051337W""|""6398""|""Deckers""|""""|""13-OCT-1978"""
"Deer Trail|""185065""|""Populated Place""|""Arapahoe""|""CO""|""393654N""|""1040240W""|""5190""|""Deer Trail""|""""|""13-OCT-1978"""
"Deermont|""182577""|""Populated Place""|""Jefferson""|""CO""|""393027N""|""1051104W""|""6959""|""Indian Hills""|""""|""13-OCT-1978"""
"Del Mar|""2354615""|""Populated Place""|""Arapahoe""|""CO""|""394344N""|""1045127W""|""5410""|""Fitzsimons""|""""|""28-SEP-2007"""
"Del Norte|""190305""|""Populated Place""|""Rio Grande""|""CO""|""374044N""|""1062112W""|""7884""|""Del Norte""|""""|""13-OCT-1978"""
"Delagua (historical)|""194549""|""Populated Place""|""Las Animas""|""CO""|""372024N""|""1043947W""|""6686""|""Delagua""|""""|""13-OCT-1978"""
"Delcarbon|""194226""|""Populated Place""|""Huerfano""|""CO""|""374245N""|""1045237W""|""6342""|""Black Hills""|""""|""13-OCT-1978"""
"Delhi|""194348""|""Populated Place""|""Las Animas""|""CO""|""373832N""|""1040105W""|""5085""|""Delhi""|""""|""13-OCT-1978"""
"Dell|""175742""|""Populated Place""|""Eagle""|""CO""|""395308N""|""1065123W""|""6519""|""Blue Hill""|""""|""13-OCT-1978"""
"Delta|""185516""|""Populated Place""|""Delta""|""CO""|""384432N""|""1080408W""|""4957""|""Delta""|""""|""13-OCT-1978"""
"Dent|""180709""|""Populated Place""|""Weld""|""CO""|""401835N""|""1045002W""|""4747""|""Milliken""|""""|""13-OCT-1978"""
"Deora|""196051""|""Populated Place""|""Baca""|""CO""|""373449N""|""1025800W""|""4672""|""Deora""|""""|""13-OCT-1978"""
"Derby|""1867081""|""Populated Place""|""Adams""|""CO""|""395022N""|""1045507W""|""5128""|""Commerce City""|""""|""15-MAY-2000"""
"Derby Census Designated Place|""2408661""|""Census""|""Adams""|""CO""|""395025N""|""1045501W""|""5125""|""Commerce City""|""""|""11-MAR-2008"""
"Derby Junction|""175774""|""Populated Place""|""Eagle""|""CO""|""395208N""|""1065420W""|""6483""|""Burns South""|""""|""13-OCT-1978"""
"Devine|""204799""|""Populated Place""|""Pueblo""|""CO""|""381630N""|""1042727W""|""4583""|""Devine""|""""|""13-OCT-1978"""
"Devonsire Heights|""2110918""|""Populated Place""|""Arapahoe""|""CO""|""393856N""|""1045655W""|""5456""|""Englewood""|""""|""22-MAR-2007"""
"Dick|""180832""|""Populated Place""|""Weld""|""CO""|""400153N""|""1045614W""|""5131""|""Frederick""|""""|""13-OCT-1978"""
"Dillon|""169442""|""Populated Place""|""Summit""|""CO""|""393749N""|""1060236W""|""9111""|""Dillon""|""""|""13-OCT-1978"""
"Divide|""191170""|""Populated Place""|""Teller""|""CO""|""385631N""|""1050926W""|""9183""|""Divide""|""""|""13-OCT-1978"""
"Divide Census Designated Place|""2583231""|""Census""|""Teller""|""CO""|""385642N""|""1050943W""|""9117""|""Divide""|""""|""31-MAR-2010"""
"Dodd|""182918""|""Populated Place""|""Morgan""|""CO""|""401714N""|""1034227W""|""4229""|""Brush West""|""""|""13-OCT-1978"""
"Doenz Place|""175620""|""Populated Place""|""Summit""|""CO""|""395418N""|""1062406W""|""9012""|""Sheephorn Mountain""|""""|""13-OCT-1978"""
"Dolores|""202607""|""Populated Place""|""Montezuma""|""CO""|""372826N""|""1083016W""|""6936""|""Dolores West""|""""|""13-OCT-1978"""
"Dome Rock|""183326""|""Populated Place""|""Jefferson""|""CO""|""392518N""|""1051151W""|""6273""|""Platte Canyon""|""""|""13-OCT-1978"""
"Dominguez|""185366""|""Populated Place""|""Delta""|""CO""|""384750N""|""1081920W""|""4783""|""Dominguez""|""""|""13-OCT-1978"""
"Dominion|""178314""|""Populated Place""|""Boulder""|""CO""|""400835N""|""1050737W""|""5007""|""Hygiene""|""""|""13-OCT-1978"""
"Dotsero|""174006""|""Populated Place""|""Eagle""|""CO""|""393859N""|""1070337W""|""6155""|""Dotsero""|""""|""13-OCT-1978"""
"Dotsero Census Designated Place|""2583232""|""Census""|""Eagle""|""CO""|""393846N""|""1070355W""|""6142""|""Dotsero""|""""|""31-MAR-2010"""
"Doubleheader Ranch|""2355338""|""Populated Place""|""Jefferson""|""CO""|""393332N""|""1051446W""|""8012""|""Indian Hills""|""""|""17-OCT-2007"""
"Dove Creek|""176436""|""Populated Place""|""Dolores""|""CO""|""374558N""|""1085421W""|""6844""|""Dove Creek""|""""|""13-OCT-1978"""
"Dove Hill|""2354609""|""Populated Place""|""Arapahoe""|""CO""|""393714N""|""1044243W""|""5938""|""Piney Creek""|""""|""28-SEP-2007"""
"Dove Valley|""2631649""|""Populated Place""|""Arapahoe""|""CO""|""393440N""|""1044946W""|""5735""|""Parker""|""""|""30-AUG-2010"""
"Dove Valley Census Designated Place|""2629985""|""Census""|""Arapahoe""|""CO""|""393427N""|""1044944W""|""5764""|""Parker""|""""|""30-AUG-2010"""
"Dover|""171168""|""Populated Place""|""Weld""|""CO""|""404646N""|""1044845W""|""5413""|""Dover""|""""|""13-OCT-1978"""
"Downieville|""181423""|""Populated Place""|""Clear Creek""|""CO""|""394600N""|""1053652W""|""8031""|""Central City""|""""|""13-OCT-1978"""
"Downieville-Lawson-Dumont Census Designated Place|""2408685""|""Census""|""Clear Creek""|""CO""|""394558N""|""1053645W""|""8035""|""Central City""|""""|""11-MAR-2008"""
"Doyleville|""204761""|""Populated Place""|""Gunnison""|""CO""|""382706N""|""1063634W""|""8054""|""Doyleville""|""""|""13-OCT-1978"""
"Drake|""177661""|""Populated Place""|""Larimer""|""CO""|""402555N""|""1052025W""|""6161""|""Drake""|""""|""13-OCT-1978"""
"Drakes|""177431""|""Populated Place""|""Larimer""|""CO""|""403315N""|""1050448W""|""5026""|""Fort Collins""|""""|""13-OCT-1978"""
"Dream House Acres|""2110919""|""Populated Place""|""Arapahoe""|""CO""|""393623N""|""1045715W""|""5548""|""Highlands Ranch""|""""|""22-MAR-2007"""
"Dudley (historical)|""179993""|""Populated Place""|""Park""|""CO""|""391749N""|""1060418W""|""10502""|""Alma""|""""|""13-OCT-1978"""
"Duffield|""193597""|""Populated Place""|""El Paso""|""CO""|""384432N""|""1045445W""|""9281""|""Mount Big Chief""|""""|""13-OCT-1978"""
"Dumont|""204707""|""Populated Place""|""Clear Creek""|""CO""|""394553N""|""1053601W""|""7933""|""Central City""|""""|""13-OCT-1978"""
"Duncan|""192560""|""Populated Place""|""Saguache""|""CO""|""375227N""|""1053652W""|""8107""|""Liberty""|""""|""13-OCT-1978"""
"Dunckley|""204651""|""Populated Place""|""Routt""|""CO""|""401803N""|""1071139W""|""7605""|""Dunckley""|""""|""13-OCT-1978"""
"Dunton|""176594""|""Populated Place""|""Dolores""|""CO""|""374622N""|""1080538W""|""8855""|""Dolores Peak""|""""|""13-OCT-1978"""
"Dunul|""190325""|""Populated Place""|""Rio Grande""|""CO""|""373944N""|""1060609W""|""7651""|""Center South""|""""|""13-OCT-1978"""
"Dupont|""184700""|""Populated Place""|""Adams""|""CO""|""395017N""|""1045443W""|""5144""|""Commerce City""|""""|""13-OCT-1978"""
"Durango|""202983""|""Populated Place""|""La Plata""|""CO""|""371631N""|""1075248W""|""6532""|""Durango West""|""""|""13-OCT-1978"""
"Durham|""174597""|""Populated Place""|""Mesa""|""CO""|""390516N""|""1083556W""|""4550""|""Grand Junction""|""""|""13-OCT-1978"""
"Dyersville (historical)|""183147""|""Populated Place""|""Summit""|""CO""|""392514N""|""1055902W""|""10879""|""Boreas Pass""|""""|""13-OCT-1978"""
"Dyke|""184534""|""Populated Place""|""Archuleta""|""CO""|""371335N""|""1071143W""|""6808""|""Lonetree Canyon""|""""|""13-OCT-1978"""
"Eads|""204823""|""Populated Place""|""Kiowa""|""CO""|""382850N""|""1024655W""|""4219""|""Eads""|""""|""13-OCT-1978"""
"Eagle|""204664""|""Populated Place""|""Eagle""|""CO""|""393919N""|""1064943W""|""6601""|""Eagle""|""""|""13-OCT-1978"""
"Eagle-Vail Census Designated Place|""2408700""|""Census""|""Eagle""|""CO""|""393707N""|""1062913W""|""7602""|""Minturn""|""""|""11-MAR-2008"""
"Eagles Nest|""176139""|""Populated Place""|""Eagle""|""CO""|""393706N""|""1062310W""|""10328""|""Minturn""|""""|""13-OCT-1978"""
"Earl|""194589""|""Populated Place""|""Las Animas""|""CO""|""372000N""|""1041642W""|""5686""|""Earl""|""""|""13-OCT-1978"""
"East Canon|""191994""|""Populated Place""|""Fremont""|""CO""|""382710N""|""1051247W""|""5344""|""Canon City""|""""|""13-OCT-1978"""
"East La Salle|""180725""|""Populated Place""|""Weld""|""CO""|""402117N""|""1044057W""|""4669""|""La Salle""|""""|""13-OCT-1978"""
"East Pleasant View Census Designated Place|""2408030""|""Census""|""Jefferson""|""CO""|""394340N""|""1050926W""|""5846""|""Morrison""|""""|""11-MAR-2008"""
"East Portal|""180982""|""Populated Place""|""Gilpin""|""CO""|""395412N""|""1053840W""|""9242""|""East Portal""|""""|""13-OCT-1978"""
"East Quincy Highlands|""2354589""|""Populated Place""|""Arapahoe""|""CO""|""393841N""|""1044352W""|""5814""|""Coal Creek""|""""|""28-SEP-2007"""
"East Vancorum|""186023""|""Populated Place""|""Montrose""|""CO""|""381340N""|""1083542W""|""5407""|""Naturita""|""""|""13-OCT-1978"""
"Eastdale|""193111""|""Populated Place""|""Costilla""|""CO""|""370143N""|""1053903W""|""7533""|""Sky Valley Ranch""|""""|""13-OCT-1978"""
"Eastlake|""184592""|""Populated Place""|""Adams""|""CO""|""395526N""|""1045741W""|""5269""|""Eastlake""|""""|""13-OCT-1978"""
"Eastonville|""193298""|""Populated Place""|""El Paso""|""CO""|""390340N""|""1043344W""|""7234""|""Eastonville""|""""|""13-OCT-1978"""
"Eastridge|""2354650""|""Populated Place""|""Arapahoe""|""CO""|""394016N""|""1045124W""|""5633""|""Fitzsimons""|""""|""28-SEP-2007"""
"Eaton|""204691""|""Populated Place""|""Weld""|""CO""|""403149N""|""1044241W""|""4839""|""Eaton""|""""|""13-OCT-1978"""
"Echo|""191760""|""Populated Place""|""Fremont""|""CO""|""382634N""|""1053220W""|""6086""|""Echo""|""""|""13-OCT-1978"""
"Eckert|""186504""|""Populated Place""|""Delta""|""CO""|""385034N""|""1075746W""|""5568""|""Orchard City""|""""|""13-OCT-1978"""
"Eckley|""183026""|""Populated Place""|""Yuma""|""CO""|""400650N""|""1022927W""|""3894""|""Eckley""|""""|""13-OCT-1978"""
"Eden|""193722""|""Populated Place""|""Pueblo""|""CO""|""381859N""|""1043659W""|""4842""|""Northeast Pueblo""|""""|""13-OCT-1978"""
"Edgemont|""182189""|""Populated Place""|""Jefferson""|""CO""|""394352N""|""1050751W""|""5627""|""Morrison""|""""|""13-OCT-1978"""
"Edgewater|""202848""|""Populated Place""|""Jefferson""|""CO""|""394511N""|""1050351W""|""5384""|""Arvada""|""""|""13-OCT-1978"""
"Edith|""191036""|""Populated Place""|""Archuleta""|""CO""|""370020N""|""1065437W""|""7080""|""Edith""|""""|""13-OCT-1978"""
"Edler|""196261""|""Populated Place""|""Baca""|""CO""|""371035N""|""1024642W""|""4652""|""Edler""|""""|""13-OCT-1978"""
"Edwards|""204666""|""Populated Place""|""Eagle""|""CO""|""393842N""|""1063539W""|""7221""|""Edwards""|""""|""13-OCT-1978"""
"Edwards Census Designated Place|""2408049""|""Census""|""Eagle""|""CO""|""393717N""|""1063706W""|""7552""|""Grouse Mountain""|""""|""11-MAR-2008"""
"Eggers|""177147""|""Populated Place""|""Larimer""|""CO""|""404127N""|""1052915W""|""6834""|""Big Narrows""|""""|""13-OCT-1978"""
"Egnar|""176280""|""Populated Place""|""San Miguel""|""CO""|""375459N""|""1085624W""|""7329""|""Egnar""|""""|""13-OCT-1978"""
"El Jebel|""174858""|""Populated Place""|""Eagle""|""CO""|""392342N""|""1070525W""|""6483""|""Leon""|""""|""13-OCT-1978"""
"El Jebel Census Designated Place|""2408058""|""Census""|""Eagle""|""CO""|""392418N""|""1070531W""|""6617""|""Leon""|""""|""11-MAR-2008"""
"El Moro|""194727""|""Populated Place""|""Las Animas""|""CO""|""371328N""|""1042800W""|""5925""|""Trinidad East""|""""|""13-OCT-1978"""
"El Moro Census Designated Place|""2583233""|""Census""|""Las Animas""|""CO""|""371406N""|""1042657W""|""5879""|""Trinidad East""|""""|""31-MAR-2010"""
"El Rancho|""182106""|""Populated Place""|""Jefferson""|""CO""|""394155N""|""1052001W""|""7739""|""Evergreen""|""""|""13-OCT-1978"""
"El Vado|""178635""|""Populated Place""|""Boulder""|""CO""|""400021N""|""1052047W""|""6017""|""Boulder""|""""|""13-OCT-1978"""
"Elba|""183056""|""Populated Place""|""Washington""|""CO""|""395654N""|""1031306W""|""4705""|""Elba""|""""|""13-OCT-1978"""
"Elbert|""193207""|""Populated Place""|""Elbert""|""CO""|""391310N""|""1043214W""|""6722""|""Elbert""|""""|""13-OCT-1978"""
"Elbert Census Designated Place|""2629986""|""Census""|""Elbert""|""CO""|""391308N""|""1043226W""|""6840""|""Elbert""|""""|""30-AUG-2010"""
"Elbert Division (historical)|""1935454""|""Census""|""Elbert""|""CO""|""Unknown""|""Unknown""|""""|""Unknown""|""""|""26-SEP-2001"""
"Elder|""195468""|""Populated Place""|""Otero""|""CO""|""380724N""|""1035802W""|""4308""|""Elder""|""""|""13-OCT-1978"""
"Eldora|""181070""|""Populated Place""|""Boulder""|""CO""|""395655N""|""1053350W""|""8642""|""Nederland""|""""|""13-OCT-1978"""
"Eldora Census Designated Place|""2408069""|""Census""|""Boulder""|""CO""|""395713N""|""1053441W""|""9403""|""Nederland""|""""|""11-MAR-2008"""
"Eldorado Estates|""2354926""|""Populated Place""|""Jefferson""|""CO""|""395019N""|""1051112W""|""5751""|""Golden""|""""|""17-OCT-2007"""
"Eldorado Springs|""181177""|""Populated Place""|""Boulder""|""CO""|""395557N""|""1051637W""|""5732""|""Eldorado Springs""|""""|""13-OCT-1978"""
"Eldorado Springs Census Designated Place|""2408071""|""Census""|""Boulder""|""CO""|""395612N""|""1051545W""|""5682""|""Eldorado Springs""|""""|""11-MAR-2008"""
"Eldredge|""188239""|""Populated Place""|""Ouray""|""CO""|""381716N""|""1074602W""|""6539""|""Colona""|""""|""13-OCT-1978"""
"Elephant Park|""182080""|""Populated Place""|""Jefferson""|""CO""|""393744N""|""1052146W""|""7575""|""Evergreen""|""""|""13-OCT-1978"""
"Elizabeth|""185149""|""Populated Place""|""Elbert""|""CO""|""392137N""|""1043549W""|""6476""|""Elizabeth""|""""|""13-OCT-1978"""
"Elk Springs|""170958""|""Populated Place""|""Moffat""|""CO""|""402120N""|""1082654W""|""6378""|""Elk Springs""|""""|""13-OCT-1978"""
"Elkdale|""178397""|""Populated Place""|""Grand""|""CO""|""400225N""|""1055252W""|""8153""|""Granby""|""""|""13-OCT-1978"""
"Elkhead|""171202""|""Populated Place""|""Routt""|""CO""|""403855N""|""1071227W""|""7487""|""Quaker Mountain""|""""|""13-OCT-1978"""
"Elkton|""186476""|""Populated Place""|""Gunnison""|""CO""|""385749N""|""1070200W""|""10453""|""Oh-be-joyful""|""""|""13-OCT-1978"""
"Elkton|""191275""|""Populated Place""|""Teller""|""CO""|""384320N""|""1050902W""|""9770""|""Cripple Creek South""|""""|""13-OCT-1978"""
"Ellicott|""193564""|""Populated Place""|""El Paso""|""CO""|""385018N""|""1042313W""|""6020""|""Ellicott""|""""|""13-OCT-1978"""
"Ellicott Census Designated Place|""2629987""|""Census""|""El Paso""|""CO""|""384932N""|""1042258W""|""5974""|""Ellicott""|""""|""30-AUG-2010"""
"Elm|""180715""|""Populated Place""|""Weld""|""CO""|""402113N""|""1044702W""|""4731""|""Milliken""|""""|""13-OCT-1978"""
"Elsmere|""193543""|""Populated Place""|""El Paso""|""CO""|""385153N""|""1044238W""|""6424""|""Elsmere""|""""|""13-OCT-1978"""
"Elwell|""180696""|""Populated Place""|""Weld""|""CO""|""402010N""|""1045631W""|""4944""|""Johnstown""|""""|""13-OCT-1978"""
"Emma|""175035""|""Populated Place""|""Pitkin""|""CO""|""392154N""|""1070342W""|""6608""|""Basalt""|""""|""13-OCT-1978"""
"Empire|""181355""|""Populated Place""|""Clear Creek""|""CO""|""394541N""|""1054104W""|""8615""|""Empire""|""""|""13-OCT-1978"""
"Engleville|""194739""|""Populated Place""|""Las Animas""|""CO""|""370858N""|""1042831W""|""6503""|""Trinidad East""|""""|""13-OCT-1978"""
"Englewood|""204715""|""Populated Place""|""Arapahoe""|""CO""|""393852N""|""1045916W""|""5371""|""Englewood""|""""|""13-OCT-1978"""
"Eno|""184608""|""Populated Place""|""Adams""|""CO""|""395314N""|""1045039W""|""5118""|""Brighton""|""""|""13-OCT-1978"""
"Erie|""178731""|""Populated Place""|""Boulder""|""CO""|""400301N""|""1050300W""|""5026""|""Erie""|""""|""13-OCT-1978"""
"Escalante|""185362""|""Populated Place""|""Delta""|""CO""|""384528N""|""1081542W""|""4833""|""Dominguez""|""""|""13-OCT-1978"""
"Espinosa|""192997""|""Populated Place""|""Conejos""|""CO""|""370750N""|""1055646W""|""7746""|""Manassa""|""""|""13-OCT-1978"""
"Estabrook|""183269""|""Populated Place""|""Park""|""CO""|""392259N""|""1052546W""|""7562""|""Bailey""|""""|""13-OCT-1978"""
"Estes Park|""204674""|""Populated Place""|""Larimer""|""CO""|""402238N""|""1053118W""|""7546""|""Estes Park""|""""|""13-OCT-1978"""
"Estrella|""192916""|""Populated Place""|""Alamosa""|""CO""|""372158N""|""1055528W""|""7569""|""La Jara""|""""|""13-OCT-1978"""
"Eureka|""187402""|""Populated Place""|""San Juan""|""CO""|""375247N""|""1073354W""|""9862""|""Handies Peak""|""""|""13-OCT-1978"""
"Evans|""202732""|""Populated Place""|""Weld""|""CO""|""402235N""|""1044132W""|""4652""|""Greeley""|""""|""13-OCT-1978"""
"Evanston|""180840""|""Populated Place""|""Weld""|""CO""|""400625N""|""1045619W""|""4967""|""Frederick""|""""|""13-OCT-1978"""
"Evansville|""190308""|""Populated Place""|""Rio Grande""|""CO""|""374016N""|""1061908W""|""7848""|""Del Norte""|""""|""13-OCT-1978"""
"Everett|""180345""|""Populated Place""|""Lake""|""CO""|""390404N""|""1063007W""|""10118""|""Independence Pass""|""""|""13-OCT-1978"""
"Evergreen|""204712""|""Populated Place""|""Jefferson""|""CO""|""393800N""|""1051902W""|""7054""|""Evergreen""|""""|""13-OCT-1978"""
"Evergreen Census Designated Place|""2408097""|""Census""|""Jefferson""|""CO""|""393806N""|""1052008W""|""7165""|""Evergreen""|""""|""11-MAR-2008"""
"Fairmount Census Designated Place|""2583234""|""Census""|""Jefferson""|""CO""|""394735N""|""1051016W""|""5587""|""Golden""|""""|""31-MAR-2010"""
"Fairview|""2354406""|""Populated Place""|""Adams""|""CO""|""395018N""|""1050106W""|""5354""|""Arvada""|""""|""28-SEP-2007"""
"Fairview|""192371""|""Populated Place""|""Custer""|""CO""|""380404N""|""1050557W""|""8684""|""Saint Charles Peak""|""""|""13-OCT-1978"""
"Fairview|""188133""|""Populated Place""|""Montrose""|""CO""|""382920N""|""1074811W""|""6132""|""Montrose East""|""""|""13-OCT-1978"""
"Fairview|""191291""|""Populated Place""|""Teller""|""CO""|""384438N""|""1050930W""|""10138""|""Cripple Creek South""|""""|""13-OCT-1978"""
"Falcon|""193381""|""Populated Place""|""El Paso""|""CO""|""385559N""|""1043631W""|""6831""|""Falcon""|""""|""13-OCT-1978"""
"Falfa|""204732""|""Populated Place""|""La Plata""|""CO""|""371247N""|""1074727W""|""6906""|""Loma Linda""|""""|""13-OCT-1978"""
"Fall River Estates Subdivision|""197749""|""Populated Place""|""Larimer""|""CO""|""402325N""|""1053452W""|""8966""|""Estes Park""|""""|""01-SEP-1992"""
"Far Horizon|""2354730""|""Populated Place""|""Jefferson""|""CO""|""395059N""|""1050326W""|""5403""|""Arvada""|""""|""28-SEP-2007"""
"Farisita|""192689""|""Populated Place""|""Huerfano""|""CO""|""374441N""|""1050417W""|""6650""|""Farisita""|""""|""13-OCT-1978"""
"Farmers|""180600""|""Populated Place""|""Weld""|""CO""|""402707N""|""1044645W""|""4711""|""Bracewell""|""""|""13-OCT-1978"""
"Fayette|""195478""|""Populated Place""|""Otero""|""CO""|""380422N""|""1034610W""|""4229""|""Manzanola""|""""|""13-OCT-1978"""
"Fearnowville|""193749""|""Populated Place""|""Pueblo""|""CO""|""381645N""|""1043337W""|""4688""|""Northeast Pueblo""|""""|""13-OCT-1978"""
"Federal Heights|""169445""|""Populated Place""|""Adams""|""CO""|""395105N""|""1045955W""|""5298""|""Commerce City""|""""|""13-OCT-1978"""
"Fenders|""182599""|""Populated Place""|""Jefferson""|""CO""|""393426N""|""1051301W""|""7041""|""Indian Hills""|""""|""13-OCT-1978"""
"Ferncliff|""178220""|""Populated Place""|""Boulder""|""CO""|""401127N""|""1053047W""|""8202""|""Allenspark""|""""|""13-OCT-1978"""
"Ferndale|""183306""|""Populated Place""|""Jefferson""|""CO""|""392422N""|""1051520W""|""6562""|""Pine""|""""|""13-OCT-1978"""
"Fink|""191821""|""Populated Place""|""Fremont""|""CO""|""382920N""|""1052252W""|""5764""|""McIntyre Hills""|""""|""13-OCT-1978"""
"Fir|""192858""|""Populated Place""|""Costilla""|""CO""|""372907N""|""1051046W""|""9235""|""McCarty Park""|""""|""13-OCT-1978"""
"Firestone|""180841""|""Populated Place""|""Weld""|""CO""|""400645N""|""1045612W""|""4970""|""Frederick""|""""|""13-OCT-1978"""
"Firstview|""1947719""|""Populated Place""|""Cheyenne""|""CO""|""384857N""|""1023223W""|""4577""|""Firstview""|""""|""24-JAN-2002"""
"Five Points|""2112998""|""Populated Place""|""Denver""|""CO""|""394517N""|""1045841W""|""5226""|""Commerce City""|""""|""10-APR-2007"""
"Flagler|""204820""|""Populated Place""|""Kit Carson""|""CO""|""391735N""|""1030402W""|""4941""|""Flagler""|""""|""13-OCT-1978"""
"Fleming|""204718""|""Populated Place""|""Logan""|""CO""|""404048N""|""1025022W""|""4242""|""Fleming""|""""|""13-OCT-1978"""
"Florence|""204775""|""Populated Place""|""Fremont""|""CO""|""382325N""|""1050707W""|""5180""|""Florence""|""""|""13-OCT-1978"""
"Floresta|""186679""|""Populated Place""|""Gunnison""|""CO""|""385031N""|""1070722W""|""9878""|""Mount Axtell""|""""|""13-OCT-1978"""
"Florida|""202998""|""Populated Place""|""La Plata""|""CO""|""371254N""|""1074509W""|""6729""|""Loma Linda""|""""|""13-OCT-1978"""
"Florissant|""191155""|""Populated Place""|""Teller""|""CO""|""385645N""|""1051722W""|""8172""|""Lake George""|""""|""13-OCT-1978"""
"Florissant Census Designated Place|""2583235""|""Census""|""Teller""|""CO""|""385640N""|""1051724W""|""8192""|""Lake George""|""""|""31-MAR-2010"""
"Floyd Hill Census Designated Place|""2583236""|""Census""|""Clear Creek""|""CO""|""394327N""|""1052550W""|""8681""|""Squaw Pass""|""""|""31-MAR-2010"""
"Fondis|""193211""|""Populated Place""|""Elbert""|""CO""|""391257N""|""1042050W""|""6174""|""Fondis""|""""|""13-OCT-1978"""
"Forbes (historical)|""1959199""|""Populated Place""|""Las Animas""|""CO""|""371536N""|""1043353W""|""6506""|""Ludlow""|""""|""28-AUG-2002"""
"Fort Big Spring|""195267""|""Populated Place""|""Cheyenne""|""CO""|""385600N""|""1024947W""|""4485""|""Big Spring""|""""|""13-OCT-1978"""
"Fort Boettcher|""170393""|""Populated Place""|""Jackson""|""CO""|""404816N""|""1063238W""|""8327""|""Boettcher Lake""|""""|""13-OCT-1978"""
"Fort Carson|""204833""|""Populated Place""|""El Paso""|""CO""|""384415N""|""1044720W""|""5840""|""Cheyenne Mountain""|""""|""01-JUL-1992"""
"Fort Carson Census Designated Place|""2408234""|""Census""|""El Paso""|""CO""|""384425N""|""1044701W""|""5810""|""Cheyenne Mountain""|""""|""11-MAR-2008"""
"Fort Collins|""204673""|""Populated Place""|""Larimer""|""CO""|""403507N""|""1050504W""|""5003""|""Fort Collins""|""""|""13-OCT-1978"""
"Fort Garland|""192831""|""Populated Place""|""Costilla""|""CO""|""372544N""|""1052602W""|""7943""|""Fort Garland""|""""|""13-OCT-1978"""
"Fort Garland Census Designated Place|""2408238""|""Census""|""Costilla""|""CO""|""372540N""|""1052606W""|""7936""|""Fort Garland""|""""|""11-MAR-2008"""
"Fort Julesburg (historical)|""182705""|""Populated Place""|""Sedgwick""|""CO""|""405635N""|""1022130W""|""3510""|""Julesburg""|""""|""13-OCT-1978"""
"Fort Lupton|""180857""|""Populated Place""|""Weld""|""CO""|""400505N""|""1044847W""|""4908""|""Fort Lupton""|""""|""13-OCT-1978"""
"Fort Lyon|""204828""|""Populated Place""|""Bent""|""CO""|""380532N""|""1030908W""|""3888""|""Las Animas""|""""|""13-OCT-1978"""
"Fort Morgan|""204722""|""Populated Place""|""Morgan""|""CO""|""401501N""|""1034800W""|""4327""|""Fort Morgan""|""""|""13-OCT-1978"""
"Fort Reynolds|""193811""|""Populated Place""|""Pueblo""|""CO""|""381350N""|""1041812W""|""4534""|""Avondale""|""""|""13-OCT-1978"""
"Fort Saint Vrain (historical)|""180711""|""Populated Place""|""Weld""|""CO""|""401644N""|""1045118W""|""4764""|""Milliken""|""""|""13-OCT-1978"""
"Fort Sedgwick (historical)|""182696""|""Populated Place""|""Sedgwick""|""CO""|""405635N""|""1022250W""|""3543""|""Ovid""|""""|""13-OCT-1978"""
"Fosston|""180560""|""Populated Place""|""Weld""|""CO""|""403407N""|""1042136W""|""4783""|""Fosston""|""""|""13-OCT-1978"""
"Founders Village|""2085589""|""Populated Place""|""Douglas""|""CO""|""392233N""|""1044831W""|""6545""|""Castle Rock North""|""""|""30-MAR-2006"""
"Fountain|""193616""|""Populated Place""|""El Paso""|""CO""|""384056N""|""1044203W""|""5545""|""Fountain""|""""|""13-OCT-1978"""
"Fountain Side|""2354644""|""Populated Place""|""Arapahoe""|""CO""|""394115N""|""1045134W""|""5518""|""Fitzsimons""|""""|""28-SEP-2007"""
"Four Corners Crossing|""195560""|""Populated Place""|""Bent""|""CO""|""380136N""|""1024641W""|""3855""|""Prowers""|""""|""13-OCT-1978"""
"Fowler|""204802""|""Populated Place""|""Otero""|""CO""|""380745N""|""1040124W""|""4340""|""Fowler""|""""|""13-OCT-1978"""
"Fox Creek|""190897""|""Populated Place""|""Conejos""|""CO""|""370356N""|""1061205W""|""8356""|""Fox Creek""|""""|""13-OCT-1978"""
"Foxfield|""1669465""|""Populated Place""|""Arapahoe""|""CO""|""393530N""|""1044733W""|""5755""|""Parker""|""""|""08-NOV-1995"""
"Foxton|""204728""|""Populated Place""|""Jefferson""|""CO""|""392528N""|""1051410W""|""6460""|""Platte Canyon""|""""|""13-OCT-1978"""
"Franktown|""204741""|""Populated Place""|""Douglas""|""CO""|""392329N""|""1044510W""|""6161""|""Castle Rock North""|""""|""13-OCT-1978"""
"Franktown Census Designated Place|""2408255""|""Census""|""Douglas""|""CO""|""392326N""|""1044455W""|""6197""|""Ponderosa Park""|""""|""11-MAR-2008"""
